,symbol,date,open,high,low,close,volume,adjusted,market.cap,sector,industry,exchange
174,TXG,5/20/2020,79,80.5,77.709999,78,1054300,78,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
175,TXG,5/21/2020,78.160004,78.470001,75.330002,76,512800,76,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
176,TXG,5/22/2020,75.589996,75.589996,72.040001,74.849998,1056000,74.849998,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
177,TXG,5/26/2020,75.889999,78.790001,74.849998,76,690600,76,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
178,TXG,5/27/2020,75.699997,78,74.010002,77.660004,535600,77.660004,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
179,TXG,5/28/2020,78.279999,79.389999,76.260002,76.290001,357700,76.290001,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
180,TXG,5/29/2020,76.559998,78.190002,76.010002,77.970001,877000,77.970001,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
181,TXG,6/1/2020,77.980003,82.360001,76.595001,81.949997,1226700,81.949997,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
182,TXG,6/2/2020,81.910004,82.237999,79.949997,80.5,776600,80.5,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
183,TXG,6/3/2020,81.169998,86.900002,80.599998,85.910004,1656000,85.910004,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
184,TXG,6/4/2020,84.410004,84.75,78.519997,79.699997,1288300,79.699997,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
185,TXG,6/5/2020,80.260002,82.529999,78.68,82.379997,722800,82.379997,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
186,TXG,6/8/2020,83.290001,83.32,80.595001,81,1183900,81,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
187,TXG,6/9/2020,80.910004,85.529999,80.419998,83.089996,678500,83.089996,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
188,TXG,6/10/2020,83.540001,86.160004,83.540001,85.5,604100,85.5,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
189,TXG,6/11/2020,84.150002,85.209999,81.566002,81.989998,600100,81.989998,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
190,TXG,6/12/2020,83.160004,84.889999,80.900002,83.260002,894500,83.260002,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
191,TXG,6/15/2020,82.760002,89.07,80.900002,88.419998,1658900,88.419998,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
192,TXG,6/16/2020,89.980003,90.669998,87.120003,88.459999,848200,88.459999,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
193,TXG,6/17/2020,89.470001,90.900002,87.845001,88.300003,1495800,88.300003,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
194,TXG,6/18/2020,87.900002,89.809998,87.75,88.839996,1259500,88.839996,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
195,TXG,6/19/2020,89.550003,90.845001,87.470001,88.139999,1893700,88.139999,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
196,TXG,6/22/2020,88.199997,89.43,86.089996,89.129997,1275700,89.129997,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
197,TXG,6/23/2020,89.279999,91.5,87.940002,89.169998,1703000,89.169998,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
198,TXG,6/24/2020,88.779999,90.650002,86.190002,87.949997,588200,87.949997,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
199,TXG,6/25/2020,88.43,89.264999,86.089996,87.089996,873300,87.089996,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
200,TXG,6/26/2020,87.279999,88.050003,84.290001,86.25,4483900,86.25,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
201,TXG,6/29/2020,86.160004,87.040001,83.370003,84.650002,451700,84.650002,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
202,TXG,6/30/2020,84.650002,89.370003,83.779999,89.309998,529000,89.309998,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
203,TXG,7/1/2020,89.080002,89.800003,86.489998,88,626700,88,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
204,TXG,7/2/2020,88.889999,90.029999,87.639999,89.989998,584200,89.989998,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
205,TXG,7/6/2020,90.459999,93.440002,89.599998,90.139999,395200,90.139999,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
206,TXG,7/7/2020,90.279999,90.480003,88.629997,88.660004,323400,88.660004,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
207,TXG,7/8/2020,89,91.580002,89,91.190002,641900,91.190002,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
208,TXG,7/9/2020,92,92.400002,89.660004,92.290001,447100,92.290001,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
209,TXG,7/10/2020,92.870003,93.190002,89.760002,91.059998,354400,91.059998,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
210,TXG,7/13/2020,91.889999,92.989998,87.099998,87.440002,403700,87.440002,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
211,TXG,7/14/2020,86.190002,89.239998,85.739998,88.910004,496300,88.910004,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
212,TXG,7/15/2020,90.07,91.379997,88.580002,90.93,254300,90.93,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
213,TXG,7/16/2020,90.150002,90.809998,87.75,89.190002,195800,89.190002,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
214,TXG,7/17/2020,89.519997,92.5,88.57,91.870003,329200,91.870003,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
215,TXG,7/20/2020,91.900002,94.480003,91.519997,93,573400,93,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
216,TXG,7/21/2020,93.099998,95.269997,91.860001,95.209999,2306800,95.209999,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
217,TXG,7/22/2020,95.480003,96.879997,93.580002,94.610001,256500,94.610001,$9.31B,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
218,YI,1/2/2019,6.02,6.11,6,6,4100,6,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
219,YI,1/3/2019,6.02,6.05,5.95,6.05,4700,6.05,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
220,YI,1/4/2019,6.05,6.97,6.05,6.78,10300,6.78,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
221,YI,1/7/2019,6.8,7,6.55,7,10100,7,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
222,YI,1/8/2019,7,9.76,6.9,9.55,60300,9.55,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
223,YI,1/9/2019,9.56,10.8,9.5,9.62,38500,9.62,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
224,YI,1/10/2019,9.75,9.99,9.56,9.84,6000,9.84,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
225,YI,1/11/2019,9.83,9.9,9.45,9.9,2800,9.9,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
226,YI,1/14/2019,9.8,9.8,9.5,9.79,6600,9.79,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
227,YI,1/15/2019,9.8,9.8,9.04,9.31,8900,9.31,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
228,YI,1/16/2019,9.31,9.31,8.52,8.52,9500,8.52,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
229,YI,1/17/2019,8.47,8.47,8.17,8.17,10000,8.17,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
230,YI,1/18/2019,8.05,8.05,7.5,7.53,29300,7.53,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
231,YI,1/22/2019,7.52,7.74,7.52,7.74,400,7.74,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
232,YI,1/23/2019,7.91,8.2,7.91,8.1,1700,8.1,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
233,YI,1/24/2019,8.55,9.47,8.55,8.8,12900,8.8,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
234,YI,1/25/2019,8.95,9.25,8.7,8.7,6000,8.7,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
235,YI,1/28/2019,8.09,8.79,8.09,8.49,2900,8.49,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
236,YI,1/29/2019,8.6,9.03,8.6,9.03,800,9.03,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
237,YI,1/30/2019,9.13,9.5,8.79,8.81,15900,8.81,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
238,YI,1/31/2019,8.81,9.5,8.71,8.75,16800,8.75,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
239,YI,2/1/2019,9.11,9.28,8.77,8.77,10600,8.77,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
240,YI,2/4/2019,8.82,9.5,8.8,9.38,10800,9.38,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
241,YI,2/5/2019,9.35,9.49,8.9,9,7200,9,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
242,YI,2/6/2019,9.18,9.18,8.85,8.85,15200,8.85,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
243,YI,2/7/2019,9,9.07,8.11,8.54,14200,8.54,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
244,YI,2/8/2019,8.65,8.99,7.23,7.79,26500,7.79,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
245,YI,2/11/2019,8.15,8.22,8.01,8.01,1900,8.01,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
246,YI,2/12/2019,8.1,8.39,8.1,8.39,1800,8.39,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
247,YI,2/13/2019,8.4,8.46,8.3,8.3,2200,8.3,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
248,YI,2/14/2019,8.34,8.34,7.5,7.51,11700,7.51,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
249,YI,2/15/2019,7.75,8.37,7.75,8.36,13700,8.36,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
250,YI,2/19/2019,8.42,8.42,7.9,8.01,6900,8.01,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
251,YI,2/20/2019,8.35,8.48,8.02,8.02,3300,8.02,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
252,YI,2/21/2019,8.19,8.19,7.68,7.68,11600,7.68,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
253,YI,2/22/2019,7.67,8.08,7.67,8.04,8100,8.04,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
254,YI,2/25/2019,8.11,8.64,8.11,8.43,35500,8.43,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
255,YI,2/26/2019,8.36,8.82,8.36,8.75,10100,8.75,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
256,YI,2/27/2019,8.72,9.08,8.6,9.08,15600,9.08,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
257,YI,2/28/2019,9.39,9.39,8.32,8.7,11000,8.7,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
258,YI,3/1/2019,8.88,8.88,8.32,8.34,5200,8.34,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
259,YI,3/4/2019,8.41,8.41,8.12,8.4,17000,8.4,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
260,YI,3/5/2019,8.4,8.42,8.12,8.19,14000,8.19,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
261,YI,3/6/2019,8.51,8.51,8.14,8.16,5400,8.16,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
262,YI,3/7/2019,8.4,8.4,7.6,7.99,12900,7.99,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
263,YI,3/8/2019,7.71,7.9,7.5,7.52,21900,7.52,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
264,YI,3/11/2019,7.6,8.26,7.53,8.15,4500,8.15,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
265,YI,3/12/2019,8.04,8.5,7.97,8.29,6300,8.29,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
266,YI,3/13/2019,7.96,8.34,7.61,8.03,7300,8.03,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
267,YI,3/14/2019,8.03,8.03,7.9,7.95,2400,7.95,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
268,YI,3/15/2019,7.62,8,7.6,7.85,106500,7.85,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
269,YI,3/18/2019,7.8,7.88,6.94,7.45,176000,7.45,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
270,YI,3/19/2019,7.1,7.8,6.82,6.95,141700,6.95,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
271,YI,3/20/2019,6.91,7.06,6.82,6.84,25600,6.84,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
272,YI,3/21/2019,6.85,7.2,6.82,6.99,65800,6.99,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
273,YI,3/22/2019,6.96,7.17,6.75,6.98,75600,6.98,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
274,YI,3/25/2019,7.13,7.17,6.9,7,25300,7,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
275,YI,3/26/2019,7,7.2,6.59,7,75000,7,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
276,YI,3/27/2019,6.86,6.86,6.3,6.41,62800,6.41,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
277,YI,3/28/2019,6.46,6.67,5.6,5.69,56400,5.69,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
278,YI,3/29/2019,5.82,6.58,5.82,6.49,31100,6.49,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
279,YI,4/1/2019,6.52,6.85,6.5,6.51,24600,6.51,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
280,YI,4/2/2019,6.5,6.6,6.43,6.55,9600,6.55,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
281,YI,4/3/2019,6.57,6.8,6.5,6.59,9100,6.59,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
282,YI,4/4/2019,6.59,7.25,6.59,7.25,19400,7.25,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
283,YI,4/5/2019,7.35,7.35,7,7.32,15800,7.32,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
284,YI,4/8/2019,7.35,7.35,6.9,7.15,8200,7.15,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
285,YI,4/9/2019,7.26,7.35,6.71,7.02,10900,7.02,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
286,YI,4/10/2019,7.2,7.39,6.81,7.1,4100,7.1,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
287,YI,4/11/2019,7.11,7.4,7.11,7.4,26100,7.4,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
288,YI,4/12/2019,7.4,7.5,6.93,7.3,23000,7.3,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
289,YI,4/15/2019,7.44,7.7,7.18,7.7,22900,7.7,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
290,YI,4/16/2019,7.4,7.9,7.4,7.7,19800,7.7,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
291,YI,4/17/2019,7.5,8.01,7.5,7.7,35700,7.7,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
292,YI,4/18/2019,7.91,7.91,7.52,7.7,6400,7.7,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
293,YI,4/22/2019,7.63,8,7.33,7.76,45800,7.76,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
294,YI,4/23/2019,7.77,8.89,7.77,8.61,167400,8.61,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
295,YI,4/24/2019,8.44,8.9,8.44,8.8,47300,8.8,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
296,YI,4/25/2019,8.73,9,8.73,8.92,35600,8.92,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
297,YI,4/26/2019,8.97,9,8.67,8.8,11900,8.8,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
298,YI,4/29/2019,8.77,9.09,8.3,8.65,15200,8.65,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
299,YI,4/30/2019,8.65,8.77,8.15,8.15,82700,8.15,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
300,YI,5/1/2019,8.15,8.39,7.9,8,14400,8,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
301,YI,5/2/2019,7.96,8.36,7.6,7.8,28500,7.8,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
302,YI,5/3/2019,7.78,8.01,7.4,7.5,46200,7.5,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
303,YI,5/6/2019,7.21,7.64,7,7.34,17400,7.34,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
304,YI,5/7/2019,7.29,8.05,7,7.97,84500,7.97,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
305,YI,5/8/2019,7.96,8.75,7.7,8.75,63800,8.75,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
306,YI,5/9/2019,8.4,9,7.14,8.4,45900,8.4,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
307,YI,5/10/2019,8.32,8.32,8.01,8.01,600,8.01,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
308,YI,5/13/2019,7.73,8.04,7.73,8.04,8800,8.04,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
309,YI,5/14/2019,8.09,8.15,8.07,8.15,1600,8.15,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
310,YI,5/15/2019,8.15,8.7,8.11,8.26,7000,8.26,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
311,YI,5/16/2019,8.36,8.49,7.52,8.43,38800,8.43,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
312,YI,5/17/2019,8.5,9,8.35,8.99,55500,8.99,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
313,YI,5/20/2019,8.91,9.2,8.2,9,41600,9,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
314,YI,5/21/2019,8.98,9,8.42,8.71,45900,8.71,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
315,YI,5/22/2019,8.62,8.89,8.62,8.65,8500,8.65,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
316,YI,5/23/2019,8.62,8.67,8.22,8.61,19300,8.61,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
317,YI,5/24/2019,8.53,8.58,8.23,8.56,11000,8.56,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
318,YI,5/28/2019,8.52,8.66,8.02,8.34,22500,8.34,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
319,YI,5/29/2019,8.24,8.55,8.24,8.25,1000,8.25,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
320,YI,5/30/2019,8.04,8.24,7.9,8,15200,8,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
321,YI,5/31/2019,7.81,8.43,7.64,7.91,30500,7.91,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
322,YI,6/3/2019,7.96,8,7.65,7.69,7600,7.69,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
323,YI,6/4/2019,7.65,7.86,7.42,7.6,26900,7.6,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
324,YI,6/5/2019,7.53,7.53,7.12,7.22,12600,7.22,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
325,YI,6/6/2019,7.16,7.35,7.1,7.35,7000,7.35,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
326,YI,6/7/2019,7.35,7.35,7.16,7.16,6300,7.16,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
327,YI,6/10/2019,7.2,7.66,7.18,7.4,9100,7.4,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
328,YI,6/11/2019,7.32,7.45,6.64,7,32800,7,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
329,YI,6/12/2019,7.06,7.25,6.8,7.22,13900,7.22,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
330,YI,6/13/2019,7.21,7.21,6.81,6.85,33500,6.85,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
331,YI,6/14/2019,6.7,6.92,6.7,6.8,5300,6.8,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
332,YI,6/17/2019,6.68,6.85,6.68,6.75,6300,6.75,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
333,YI,6/18/2019,6.65,6.81,6.5,6.62,19800,6.62,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
334,YI,6/19/2019,6.65,6.85,6.51,6.62,22000,6.62,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
335,YI,6/20/2019,6.54,6.92,6.27,6.62,18900,6.62,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
336,YI,6/21/2019,6.53,6.61,6.42,6.49,3000,6.49,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
337,YI,6/24/2019,6.4,6.5,6.21,6.21,21300,6.21,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
338,YI,6/25/2019,6.17,6.21,5.72,5.78,22100,5.78,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
339,YI,6/26/2019,5.85,6.05,5.85,6,14700,6,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
340,YI,6/27/2019,6.11,6.18,5.92,6.01,9200,6.01,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
341,YI,6/28/2019,5.89,6,5.31,5.56,29200,5.56,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
342,YI,7/1/2019,5.69,5.69,5.41,5.5,22900,5.5,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
343,YI,7/2/2019,5.61,5.81,5.41,5.45,134900,5.45,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
344,YI,7/3/2019,5.65,5.74,5.34,5.34,30200,5.34,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
345,YI,7/5/2019,5.47,5.47,5.36,5.36,27400,5.36,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
346,YI,7/8/2019,5.39,5.39,5.09,5.16,20600,5.16,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
347,YI,7/9/2019,5.15,5.16,5.09,5.1,21400,5.1,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
348,YI,7/10/2019,5.26,5.26,5.01,5.01,13300,5.01,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
349,YI,7/11/2019,5.12,5.17,5,5,9600,5,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
350,YI,7/12/2019,5.12,5.12,5.1,5.1,1200,5.1,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
351,YI,7/15/2019,5.25,5.25,4.96,4.99,15600,4.99,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
352,YI,7/16/2019,4.96,5.07,4.85,4.85,37500,4.85,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
353,YI,7/17/2019,4.9,4.9,4.63,4.75,16800,4.75,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
354,YI,7/18/2019,4.82,4.82,4.6,4.65,3200,4.65,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
355,YI,7/19/2019,4.65,4.75,4.42,4.55,22200,4.55,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
356,YI,7/22/2019,4.49,4.54,4.01,4.07,89400,4.07,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
357,YI,7/23/2019,4.1,4.11,4,4.07,24900,4.07,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
358,YI,7/24/2019,4.07,4.07,3.99,4.05,17700,4.05,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
359,YI,7/25/2019,4.01,4.04,3.86,3.88,2500,3.88,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
360,YI,7/26/2019,3.85,3.99,3.54,3.76,63000,3.76,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
361,YI,7/29/2019,3.66,4.18,3.66,4,11800,4,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
362,YI,7/30/2019,4.08,4.08,3.7,3.71,8700,3.71,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
363,YI,7/31/2019,3.71,3.9,3.64,3.9,13800,3.9,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
364,YI,8/1/2019,3.77,3.77,3.36,3.5,37700,3.5,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
365,YI,8/2/2019,3.42,3.62,3.42,3.53,4600,3.53,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
366,YI,8/5/2019,3.51,3.67,3.51,3.55,6900,3.55,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
367,YI,8/6/2019,3.64,3.66,3.4,3.5,16100,3.5,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
368,YI,8/7/2019,3.38,3.54,3.35,3.5,23500,3.5,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
369,YI,8/8/2019,3.6,3.65,3.26,3.35,20300,3.35,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
370,YI,8/9/2019,3.29,3.38,3.25,3.25,7900,3.25,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
371,YI,8/12/2019,3.19,3.48,3.19,3.25,7100,3.25,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
372,YI,8/13/2019,3.17,3.25,3.01,3.08,28700,3.08,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
373,YI,8/14/2019,3.02,3.13,2.6,3,66500,3,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
374,YI,8/15/2019,3.1,3.23,2.55,2.79,310300,2.79,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
375,YI,8/16/2019,2.95,3.06,2.95,2.95,38500,2.95,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
376,YI,8/19/2019,2.91,3.07,2.85,2.86,24400,2.86,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
377,YI,8/20/2019,2.9,3,2.8,2.89,41500,2.89,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
378,YI,8/21/2019,2.81,2.99,2.81,2.88,26000,2.88,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
379,YI,8/22/2019,2.81,2.91,2.81,2.82,7700,2.82,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
380,YI,8/23/2019,2.79,3.15,2.69,2.69,366800,2.69,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
381,YI,8/26/2019,2.69,2.81,2.69,2.7,33800,2.7,$560.04M,Health Care,Medical/Nursing Services,NASDAQ
