entid,ANCHEYEAR,ANCHEDATE,EMPNUM,WOMEMPNUM,BUSST
61464181,2018,2019-02-08,23.0,12.0,2
698020204,2018,2019-08-03,3.0,2.0,2
702693798,2018,2019-07-20,7.0,5.0,2
1200324926,2018,2019-04-25,5.0,2.0,2
332629236,2018,2019-08-12,3.0,2.0,2
1164815813,2018,2019-03-26,6.0,2.0,2
597568117,2018,2019-04-27,5.0,10.0,2
155368557,2018,2019-01-21,5.0,7.0,2
807853643,2018,2019-11-21,7.0,10.0,2
488677666,2018,2019-07-09,6.0,2.0,2
678325399,2018,2019-04-07,4.0,10.0,28
881227121,2018,2019-06-16,10.0,8.0,2
154272640,2018,2019-06-02,2.0,4.0,2
1167847192,2018,2019-04-22,8.0,0.0,2
812966604,2018,2019-07-30,3.0,8.0,29
222933109,2018,2019-03-27,5.0,,2
1074790801,2018,2019-08-18,6.0,10.0,2
93543846,2018,2019-06-02,11.0,4.0,2
1170924643,2017,2019-03-10,8.0,7.0,2
1170924643,2018,2019-05-10,6.0,2.0,2
70094255,2018,2019-04-13,3.0,10.0,2
795693023,2018,2019-08-21,2.0,9.0,2
22660712,2018,2019-10-01,71.0,42.0,2
245517982,2017,2019-03-19,2.0,9.0,22
1191979225,2018,2019-01-26,12.0,2.0,22
90834217,2018,2019-03-21,16.0,7.0,22
463572193,2018,2019-02-12,5.0,6.0,22
463572193,2017,2018-03-04,5.0,2.0,22
553181905,2018,2019-01-30,3.0,4.0,22
1191515307,2017,2018-10-30,67.0,7.0,22
28899692,2018,2019-03-17,17.0,,22
729455378,2018,2019-10-24,6.0,8.0,22
1087113602,2018,2019-10-25,9.0,15.0,22
1087113602,2017,2018-07-03,9.0,14.0,22
933436630,2018,2019-04-14,3.0,5.0,28
28899692,2017,2018-11-26,11.0,,22
239236082,2018,2019-06-22,1.0,7.0,22
556490803,2018,2019-02-16,8.0,1.0,22
62278932,2018,2019-09-16,11.0,4.0,22
228060049,2018,2019-04-13,10.0,,22
1088045711,2018,2019-05-21,5.0,1.0,22
701261034,2018,2019-12-26,12.0,10.0,22
228060049,2017,2018-05-06,10.0,,24
936800245,2018,2019-12-11,3.0,6.0,22
1169937673,2018,2019-02-28,16.0,14.0,22
291507927,2018,2019-01-27,2.0,,29
1033127649,2018,2019-01-04,7.0,,29
484092040,2018,2019-07-18,15.0,,29
774663379,2018,2019-01-29,6.0,5.0,22
211078607,2018,2019-07-13,7.0,3.0,22
247942982,2018,2019-06-08,3.0,4.0,22
196406353,2018,2019-07-29,12.0,,29
663414180,2018,2019-05-06,5.0,8.0,22
715606075,2018,2019-03-27,17.0,4.0,22
329392251,2018,2019-02-16,2.0,8.0,22
652230639,2018,2019-06-28,7.0,9.0,22
644218230,2018,2019-07-25,1.0,0.0,26
630784925,2018,2019-12-30,35.0,5.0,22
620142491,2018,2019-02-12,12.0,7.0,22
161921296,2018,2019-12-10,16.0,8.0,22
509650681,2018,2019-06-07,8.0,9.0,29
455186749,2018,2019-05-02,56.0,41.0,22
64250574,2018,2019-07-17,9.0,,22
12194856,2018,2019-03-06,3.0,8.0,24
500878700,2018,2019-07-17,2.0,2.0,22
274126134,2018,2019-03-04,46.0,19.0,22
690226027,2018,2019-05-24,9.0,4.0,22
762928999,2018,2019-02-18,7.0,1.0,22
1131833,2018,2019-08-05,7.0,7.0,22
373893643,2018,2019-12-14,5.0,11.0,22
201434438,2018,2019-12-10,12.0,,22
621618410,2018,2019-08-10,2373.0,1826.0,22
411409605,2018,2019-06-04,13.0,7.0,22
1093624326,2018,2019-01-24,0.0,9.0,22
768209460,2018,2019-02-15,10.0,8.0,22
1099449024,2018,2019-12-15,10.0,3.0,22
560897263,2018,2019-12-28,3.0,8.0,22
973459989,2018,2019-06-21,7.0,8.0,22
326686533,2018,2019-07-18,9.0,12.0,22
439942796,2018,2019-11-25,8.0,8.0,26
957215448,2018,2019-09-21,2.0,6.0,16
598198250,2018,2019-10-09,16.0,11.0,22
364342086,2018,2019-05-29,6.0,10.0,22
383153184,2018,2019-06-18,3.0,0.0,22
840506563,2018,2019-04-02,6.0,4.0,22
830233875,2018,2019-04-27,4.0,9.0,22
480372201,2018,2019-12-11,6.0,3.0,22
646673895,2018,2019-04-20,4.0,6.0,22
446814233,2018,2019-09-27,2.0,2.0,22
450025838,2018,2019-02-11,8.0,5.0,22
545755580,2018,2019-07-20,3.0,10.0,22
26159947,2018,2019-10-18,10.0,0.0,22
513460142,2017,2018-10-08,12.0,4.0,22
513460142,2018,2019-11-21,4.0,4.0,22
243521464,2018,2019-04-29,7.0,8.0,22
991615083,2018,2019-06-17,3.0,3.0,22
434366847,2018,2019-01-15,27.0,,29
941347401,2018,2019-01-06,8.0,1.0,22
217067831,2018,2019-11-17,9.0,,22
609343642,2018,2019-12-25,7.0,1.0,22
903426713,2018,2019-08-06,1.0,8.0,22
1228040547,2018,2019-10-10,25.0,4.0,22
872991105,2018,2019-06-30,1.0,0.0,22
586892252,2018,2019-09-12,7.0,1.0,22
404107334,2018,2019-01-02,11.0,5.0,22
1177478151,2018,2019-10-20,2.0,8.0,22
2126661,2018,2019-09-12,29.0,15.0,22
747360950,2018,2019-05-12,8.0,,24
671103953,2018,2019-09-05,3.0,2.0,22
30337989,2017,2018-08-24,9.0,10.0,24
538786780,2018,2019-08-20,13.0,13.0,22
1047477702,2018,2019-10-29,9.0,10.0,22
422459086,2018,2019-11-22,3.0,2.0,22
973237965,2018,2019-11-24,10.0,8.0,22
207210491,2018,2019-02-20,8.0,11.0,22
19455763,2018,2019-01-02,1.0,1.0,15
287779162,2018,2019-11-13,20.0,5.0,22
337195177,2018,2019-09-04,2.0,1.0,25
787147017,2018,2019-01-10,52.0,25.0,22
286466904,2018,2019-09-05,9.0,2.0,22
1215695547,2018,2019-12-30,12.0,9.0,22
1015725051,2018,2019-10-25,1.0,8.0,22
410528128,2018,2019-01-21,10.0,7.0,22
485493682,2018,2019-07-24,10.0,0.0,22
917397234,2018,2019-09-26,9.0,1.0,22
403882252,2018,2019-06-22,10.0,5.0,22
656666928,2018,2019-10-23,52.0,35.0,22
1092452475,2018,2019-09-24,3.0,5.0,22
839828255,2018,2019-10-05,10.0,2.0,24
283130984,2018,2019-06-15,9.0,4.0,22
380934662,2018,2019-05-04,3.0,2.0,22
941804680,2017,2018-04-03,5.0,8.0,22
265370615,2018,2019-12-07,2.0,0.0,22
1088273481,2018,2019-08-28,4.0,3.0,22
1140496964,2018,2019-11-24,154.0,50.0,22
856465520,2018,2019-11-18,8.0,6.0,22
631111152,2018,2019-05-26,13.0,13.0,22
667453278,2018,2019-01-19,5.0,,22
130780621,2018,2019-05-22,8.0,7.0,22
949272101,2018,2019-06-09,9.0,4.0,22
459684640,2018,2019-06-17,18.0,8.0,22
452641693,2018,2019-07-24,30.0,10.0,26
946255580,2018,2019-09-28,17.0,4.0,26
108043142,2018,2019-05-24,14.0,12.0,26
842352509,2018,2019-09-16,7.0,7.0,26
1094067837,2018,2019-12-18,14.0,6.0,26
329936792,2018,2019-01-15,6.0,9.0,22
793145101,2018,2019-01-04,13.0,6.0,22
1225991575,2018,2019-04-02,13.0,9.0,22
323114113,2018,2019-11-18,15.0,9.0,22
11609395,2018,2019-01-17,183.0,113.0,22
270532483,2018,2019-06-19,12.0,3.0,22
1115890420,2018,2019-06-25,7.0,12.0,22
1125645860,2018,2019-02-15,10.0,4.0,22
505435888,2018,2019-02-04,4.0,,15
991242180,2018,2019-01-11,12.0,,22
752569749,2018,2019-12-29,19.0,,22
1219183525,2018,2019-02-14,18.0,11.0,22
566600099,2018,2019-07-03,15.0,4.0,22
212997759,2018,2019-01-06,9.0,2.0,22
885903287,2018,2019-11-16,5.0,8.0,22
73643264,2018,2019-06-23,2.0,2.0,22
901419980,2018,2019-07-17,51.0,8.0,22
1069120381,2018,2019-09-07,8.0,1.0,22
50478809,2018,2019-08-11,8.0,2.0,24
143871515,2018,2019-10-26,6.0,9.0,22
127639160,2018,2019-06-16,7.0,3.0,22
216623780,2018,2019-08-22,9.0,2.0,22
508848720,2018,2019-09-11,10.0,2.0,22
1009736961,2018,2019-11-21,8.0,7.0,24
399842306,2018,2019-04-25,12.0,2.0,27
720613635,2018,2019-03-11,12.0,1.0,22
919252644,2018,2019-12-24,4.0,8.0,22
12410250,2018,2019-09-19,4.0,7.0,22
722804585,2018,2019-01-10,3.0,2.0,26
945532568,2018,2019-09-26,2.0,8.0,22
1102637895,2018,2019-01-08,4.0,3.0,22
130158179,2018,2019-07-07,,,29
130158179,2017,2018-04-17,12.0,,29
736068225,2017,2018-09-23,15.0,,29
842601360,2013,2015-03-05,,,2
646283229,2013,2014-05-12,,,2
1074061048,2013,2015-10-29,213.0,,2
339548901,2015,2016-04-30,,,7
893496146,2013,2014-06-24,,,2
1218454377,2013,2014-03-26,15.0,,2
855403793,2013,2015-11-27,,,2
1117724341,2014,,0.0,,2
1013720303,2015,2016-01-05,,,2
1218454377,2015,2016-12-11,,,2
533035670,2013,2016-11-28,10.0,,3
302035768,2014,2015-11-17,10.0,,2
639410044,2013,2015-10-11,,,2
478694836,2013,2015-08-03,22.0,,22
176126365,2013,2014-06-24,,,2
159087101,2013,2015-12-05,13.0,,2
441403783,2014,2015-10-23,6.0,,2
465059259,2014,2015-03-19,,,1
11205016,2013,2014-01-01,19.0,,3
738097339,2014,2015-02-26,,,2
275202652,2015,2016-06-26,,,2
698919296,2013,2015-06-20,,,2
1205804872,2013,2015-03-19,,,2
632244749,2014,2015-02-13,5.0,,2
233680372,2013,2014-06-18,11.0,,2
288440661,2015,2016-02-20,,,2
1085422569,2015,2016-07-27,,,2
1047923746,2014,2015-03-29,,,2
478139581,2013,2014-06-23,8.0,,22
667474405,2015,2016-06-05,,,2
643924098,2014,2015-02-28,,,2
45388809,2014,2015-02-19,,,2
548958528,2015,2016-11-04,7.0,,2
34944276,2013,2014-10-24,,,2
1215434367,2014,2015-03-02,8.0,,22
160897946,2014,2015-06-27,,,2
576283533,2013,2015-02-02,,,2
80703996,2013,2015-10-09,,,7
148379961,2013,2015-09-13,,,2
576283533,2015,2016-01-08,,,2
158845265,2013,2014-09-10,15.0,,2
987582746,2015,2016-01-22,,,2
477014025,2014,2015-06-05,,,2
312782663,2013,2014-09-15,,,2
18454080,2013,2014-08-24,,,3
320661366,2014,2015-12-05,13.0,,2
942721,2013,2015-12-15,,,7
70915199,2015,2016-06-16,,,2
320661366,2015,2016-08-23,4.0,,2
809102913,2013,2015-12-28,,,2
116573635,2014,2015-06-04,,,2
237140164,2014,2015-06-01,,,2
266454311,2013,2015-05-27,9.0,,2
990347830,2015,2016-10-22,,,2
406807070,2014,2015-08-21,,,2
703645929,2015,2016-06-19,,,2
158845265,2015,2016-09-28,3.0,,2
584479406,2016,2017-07-20,8.0,9.0,11
64138306,2016,2017-06-20,10.0,6.0,2
223774194,2016,2017-11-20,12.0,7.0,2
721512872,2016,2017-05-20,9.0,8.0,2
1033165268,2016,2017-04-20,7.0,5.0,29
873339738,2016,2017-06-20,75.0,23.0,2
478694836,2016,2017-09-18,10.0,9.0,22
698919296,2016,2017-10-20,8.0,1.0,2
1132590901,2016,2017-07-20,5.0,7.0,2
538525337,2016,2017-03-20,34.0,,2
184267873,2016,2017-03-20,67.0,29.0,2
942916950,2016,2017-02-20,11.0,10.0,2
590538877,2016,2017-02-20,9.0,8.0,2
64138306,2017,2018-01-25,7.0,6.0,22
668977235,2017,2018-01-15,1.0,4.0,22
1073542190,2017,2018-07-27,13.0,4.0,22
873339738,2017,2018-02-09,75.0,17.0,22
838492028,2017,2018-03-13,10.0,3.0,22
1200764150,2016,2017-04-23,16.0,11.0,22
870499969,2017,2018-03-01,13.0,2.0,22
1126254280,2016,2017-02-13,3.0,6.0,22
519507267,2017,2018-01-27,8.0,3.0,22
519507267,2016,2017-04-25,8.0,3.0,22
481018530,2017,2018-05-22,6.0,,22
589559168,2017,2018-06-24,11.0,8.0,22
270862536,2017,2018-09-19,7.0,,24
270862536,2016,2017-10-09,4.0,,24
406807070,2016,2017-03-22,8.0,11.0,22
701492472,2016,2017-08-09,6.0,7.0,22
160936990,2017,2018-10-02,9.0,7.0,22
1008158207,2016,2017-07-05,3.0,8.0,22
1132590901,2017,2018-06-20,4.0,3.0,22
480703120,2016,2017-04-05,14.0,2.0,22
480703120,2017,2018-02-17,12.0,3.0,22
93132708,2016,2017-08-14,3.0,7.0,26
815878087,2016,2017-04-14,20.0,14.0,22
680715980,2016,2017-10-28,2.0,4.0,22
680715980,2017,2018-05-12,5.0,8.0,22
855724058,2016,2017-11-08,3.0,1.0,22
836448228,2014,2015-10-13,,,29
266454311,2016,2017-04-16,4.0,6.0,22
1085422569,2013,2014-08-22,6.0,,22
1085422569,2017,2018-02-25,3.0,8.0,22
1030859984,2016,2017-12-04,2.0,4.0,22
945726753,2017,2018-03-10,28.0,,29
481911296,2016,,,,22
580851840,2016,,,,22
553061350,2015,,,,29
1016374940,2015,,,,22
926723528,2014,2015-01-24,8.0,,22
1059895506,2017,,,,29
34552549,2016,2017-03-11,6.0,4.0,22
580117107,2017,2018-05-11,1.0,7.0,22
347752212,2014,,10.0,,29
1156310581,2017,,11.0,,22
532395424,2016,,8.0,,22
856862484,2008,,8.0,,22
856862484,2012,,2.0,,22
503429459,2017,,,,22
851721267,2017,,,,22
763529552,2017,,6.0,,29
114150522,2017,2018-09-13,10.0,4.0,22
375395540,2016,2017-12-21,6.0,9.0,22
236424727,2017,2018-03-08,9.0,7.0,22
564221224,2017,2018-01-01,10.0,1.0,22
471810635,2014,2015-05-29,10.0,,2
1117724341,2015,,2.0,,2
590538877,2013,2015-06-23,,,2
838492028,2013,2014-03-15,15.0,,2
935913967,2014,2015-04-09,2.0,,2
481018530,2013,2014-05-16,,,2
242867426,2014,2015-02-02,10.0,,2
1117724341,2013,,5.0,,2
501989563,2014,2015-03-10,,,2
807758604,2014,2015-10-28,,,2
1065211704,2015,2016-01-01,,,2
155257697,2013,2015-03-31,,,2
302035768,2013,2014-12-21,11.0,,2
281885843,2014,2015-11-10,,,2
535682084,2014,2015-12-03,,,2
1030859984,2015,2016-10-13,,,2
698919296,2014,2015-12-20,,,2
1148422298,2014,2015-05-31,,,2
855724058,2015,2016-03-30,,,2
223774194,2013,2015-07-21,,,2
275202652,2013,2014-07-05,,,2
1001685981,2013,2014-05-27,,,2
108998765,2013,2014-10-01,,,2
584479406,2013,2015-01-01,,,7
538525337,2013,2015-03-09,18.0,,2
160936990,2015,2016-01-16,,,2
115557824,2015,2016-05-04,,,2
334193642,2015,2016-09-23,,,3
580117107,2015,2016-11-27,8.0,,22
590481740,2015,2016-11-18,,,2
1019764778,2013,2015-02-23,,,2
1073761799,2015,2016-09-28,,,2
184267873,2013,2014-06-23,,,2
390969595,2015,2016-02-16,12.0,,2
978389836,2015,2016-03-17,,,2
334193642,2013,2014-03-15,,,3
519507267,2015,2016-07-22,,,2
63165459,2015,2016-11-18,,,2
143669928,2015,2016-11-07,,,2
1103538353,2014,2015-08-22,3.0,,2
266454311,2015,2016-05-06,12.0,,2
63165459,2014,2015-08-28,,,2
860642770,2015,2016-08-27,,,2
70915199,2013,2015-03-20,,,2
995227060,2014,2015-01-18,,,2
703645929,2013,2015-08-19,,,2
2767783,2014,2015-10-17,14.0,,22
270862536,2014,2015-02-19,,,6
237140164,2013,2014-03-10,,,2
561207729,2013,2015-01-04,13.0,,7
589907050,2015,2016-09-17,,,2
809102913,2015,2016-07-16,,,2
701697404,2015,2016-09-02,,,2
1200764150,2015,2016-06-21,,,2
18454080,2014,2015-10-17,,,3
809102913,2014,2015-04-14,33.0,,2
1008158207,2015,2016-08-27,,,2
2767783,2015,2016-07-29,10.0,,22
477014025,2016,2017-10-20,12.0,3.0,2
312782663,2016,2017-05-20,51.0,21.0,2
1073542190,2016,2017-07-20,9.0,5.0,29
533035670,2016,2017-03-20,10.0,0.0,29
948104384,2016,2017-01-20,7.0,9.0,2
1001685981,2016,2017-11-20,9.0,8.0,2
803076510,2016,2017-09-21,8.0,3.0,22
878552503,2016,2017-10-20,5.0,,2
108998765,2016,2017-09-20,6.0,2.0,2
995227060,2016,2017-12-20,5.0,1.0,2
940118088,2016,2017-05-01,9.0,4.0,22
103686024,2017,2018-02-09,3.0,0.0,22
337986118,2017,2018-10-09,3.0,6.0,22
223774194,2017,2018-08-02,15.0,7.0,22
533410483,2014,2015-03-15,364.0,,22
533410483,2016,2017-12-22,336.0,166.0,22
938147951,2017,2018-08-06,13.0,11.0,22
359860980,2017,2018-07-22,36.0,,22
80703996,2016,2017-10-07,13.0,4.0,22
738097339,2017,2018-12-17,8.0,6.0,28
1199729421,2016,2017-07-12,2.0,4.0,22
561207729,2017,2018-07-11,16.0,7.0,24
870499969,2016,2017-04-11,8.0,11.0,22
160897946,2016,2017-09-13,7.0,9.0,22
71263442,2017,2018-07-29,6.0,,22
916488538,2017,2018-05-25,6.0,5.0,26
596870767,2016,2017-10-24,8.0,8.0,22
1197806222,2016,2017-06-09,21.0,3.0,22
1085252711,2016,2017-03-10,12.0,8.0,22
1218454377,2016,2017-02-12,9.0,8.0,22
116573635,2016,2017-04-29,2.0,9.0,22
531581433,2017,2018-09-17,2.0,7.0,22
878552503,2013,2014-12-27,9.0,,22
664875663,2016,2017-02-14,6.0,3.0,22
287888217,2016,2017-09-09,36.0,9.0,22
287888217,2017,2018-10-21,11.0,8.0,22
236779781,2016,2017-03-04,29.0,15.0,22
610463735,2016,2017-05-10,7.0,,22
590481740,2017,2018-03-19,5.0,4.0,22
403124040,2016,2017-07-10,10.0,8.0,22
1019764778,2017,2018-04-24,8.0,0.0,24
54456367,2017,2018-03-25,85.0,33.0,22
54456367,2016,2017-07-05,88.0,35.0,22
735665883,2017,2018-09-23,9.0,2.0,22
735665883,2014,2015-03-05,7.0,,22
1047923746,2016,2017-11-06,7.0,4.0,22
421819978,2016,2017-11-24,7.0,1.0,22
1148422298,2017,2018-08-29,6.0,8.0,22
722642128,2017,2018-03-24,4.0,1.0,22
74360148,2015,2016-04-28,2.0,,22
501123552,2015,2016-02-28,,,29
553061350,2016,,,,29
95372180,2016,,,,29
1045020395,2016,,6.0,,29
327162510,2017,2018-04-10,1.0,2.0,22
926723528,2015,2016-04-04,10.0,,22
1059895506,2016,,,,29
564221224,2016,2017-11-25,5.0,10.0,22
580117107,2016,2017-06-20,10.0,4.0,22
465059259,2017,,13.0,,22
784321422,2017,,,,22
1156310581,2016,,8.0,,22
856862484,2017,,,,22
856862484,2011,,8.0,,22
478139581,2016,2017-05-16,11.0,11.0,22
503429459,2016,,,,22
1106278934,2016,2017-08-29,4.0,6.0,22
335220045,2017,2018-07-28,9.0,1.0,22
423199818,2017,,,,22
31643522,2018,,,,22
329539667,2018,,,,23
242867426,2013,2015-02-26,8.0,,2
879905170,2014,2015-06-15,,,2
855403793,2015,2016-08-01,,,2
646283229,2014,2015-02-18,,,2
590538877,2015,2016-04-14,,,2
838492028,2015,2016-07-24,14.0,,2
242867426,2015,2016-04-03,,,2
265125448,2015,2016-12-16,19.0,,22
1019632003,2014,2015-04-19,,,2
1040255018,2015,2016-06-12,,,2
1010297602,2014,2015-08-19,6.0,,2
1205804872,2014,2015-01-19,,,2
815878087,2013,2015-03-02,,,2
610463735,2013,2015-08-22,,,2
668977235,2015,2016-04-19,,,3
645504403,2013,2015-06-09,,,2
698919296,2015,2016-02-13,,,2
176126365,2014,2015-09-02,,,2
271874611,2014,2015-03-07,,,2
441403783,2015,2016-06-23,9.0,,2
223774194,2014,2015-06-21,,,2
916488538,2013,2015-01-12,,,2
160936990,2013,2014-03-10,,,2
11205016,2014,2015-03-25,,,3
738097339,2013,2015-10-07,,,2
233680372,2015,2016-12-25,6.0,,2
916488538,2015,2016-07-13,,,2
381742120,2014,2015-12-31,49.0,,2
873339738,2015,2016-09-15,84.0,,2
1085422569,2014,2015-09-10,11.0,,2
118936778,2013,2014-04-27,,,2
34072279,2014,2015-04-05,,,2
633128686,2015,2016-07-06,,,2
773323605,2014,2015-04-11,,,2
172923780,2014,2015-07-04,,,2
589559168,2015,2016-03-23,,,2
119477212,2013,2014-06-26,5.0,,2
334193642,2014,2015-08-21,,,3
773323605,2015,2016-01-01,,,2
172923780,2015,2016-10-20,,,2
45388809,2015,2016-01-04,,,2
589559168,2013,2014-02-03,10.0,,2
265414334,2015,2016-06-29,,,3
439474029,2013,2015-05-19,,,2
340223657,2013,2015-05-22,,,2
735665883,2013,2015-05-05,,,2
1047923746,2015,2016-06-15,,,2
1215434367,2013,2014-07-23,14.0,,22
1215434367,2015,2016-10-09,4.0,,22
312782663,2015,2016-05-03,,,2
31643522,2013,2015-07-13,,,8
895540262,2013,2016-02-02,,,2
895540262,2014,2016-05-07,19.0,,2
254255976,2014,2015-07-12,,,2
1103538353,2015,2016-06-12,3.0,,2
701697404,2013,2015-04-20,,,2
71263442,2014,2015-02-18,,,2
703645929,2014,2015-04-19,2.0,,2
148379961,2015,2016-03-27,,,2
237140164,2015,2016-05-20,9.0,,2
701697404,2014,2015-10-23,,,2
359860980,2014,2015-02-04,43.0,,2
881513762,2015,2016-05-07,,,2
1077801639,2016,2017-12-20,6.0,8.0,2
11205016,2016,2017-02-20,12.0,11.0,29
96265667,2016,2017-11-20,8.0,6.0,2
2767783,2016,2017-01-15,15.0,,22
242867426,2016,2017-10-20,6.0,,2
1065211704,2016,2017-11-20,65.0,,2
441403783,2016,2017-05-12,7.0,5.0,22
439474029,2016,2017-03-13,8.0,5.0,22
987582746,2017,2018-03-08,1.0,8.0,22
987582746,2016,2017-03-26,16.0,4.0,22
645504403,2016,2017-09-23,6.0,11.0,22
1040255018,2017,2018-03-06,7.0,7.0,22
70915199,2017,2018-03-21,21.0,18.0,26
317107054,2017,2018-07-24,243.0,26.0,22
533410483,2015,2016-02-12,342.0,,22
1074061048,2017,2018-04-18,218.0,,22
275202652,2017,2018-12-13,10.0,3.0,26
1199729421,2017,2018-07-18,12.0,3.0,22
773323605,2017,2018-06-21,11.0,5.0,22
1103538353,2016,2017-05-26,4.0,3.0,22
115557824,2017,2018-04-21,6.0,3.0,22
895540262,2017,2018-08-16,14.0,6.0,22
1085252711,2017,2018-03-16,28.0,15.0,22
589559168,2016,2017-04-27,10.0,4.0,22
159087101,2017,2018-01-22,14.0,,22
879905170,2016,2017-05-31,13.0,,22
639410044,2017,2018-12-12,17.0,11.0,22
571519506,2016,2017-02-23,4.0,7.0,22
1073761799,2016,2017-01-17,7.0,5.0,22
242867426,2017,2018-11-19,7.0,,22
873035916,2016,2017-08-15,9.0,8.0,22
842601360,2016,2017-10-15,14.0,3.0,22
590481740,2016,2017-12-16,7.0,5.0,22
1220850302,2015,2017-06-28,,,29
735665883,2016,2017-05-25,9.0,1.0,22
265414334,2016,2017-01-18,6.0,6.0,24
439474029,2017,2018-10-25,5.0,4.0,22
608259190,2017,2018-11-21,7.0,4.0,22
945726753,2015,2016-02-11,,,29
1045020395,2015,,9.0,,29
830118671,2017,2018-04-28,11.0,,22
926723528,2016,2017-04-16,7.0,4.0,22
424442090,2017,,16.0,,22
465059259,2016,,5.0,,22
784321422,2016,,,,22
856862484,2009,,9.0,,22
856862484,2010,,6.0,,22
423199818,2013,,,,22
1010297602,2017,,,,22
418673932,2017,,,,20
583597592,2016,2017-11-10,5.0,5.0,22
803076510,2017,2018-12-26,6.0,8.0,22
926723528,2018,,,,2
1077801639,2015,2016-08-22,,,2
265125448,2014,2015-06-09,32.0,,22
339548901,2014,2016-12-30,,,7
1156310581,2014,2015-05-12,4.0,,2
722642128,2014,2015-11-25,,,2
596870767,2015,2016-04-13,,,2
1085252711,2015,2016-08-07,,,2
722642128,2015,2016-08-13,,,2
1126254280,2015,2016-03-24,,,2
571519506,2015,2016-03-22,,,2
1065211704,2014,2015-06-28,,,2
935913967,2013,2015-11-05,,,2
533035670,2015,2016-05-28,1.0,,3
492298486,2014,2015-04-23,16.0,,2
1013720303,2014,2015-07-11,,,2
807758604,2015,2016-10-26,7.0,,2
403124040,2014,2015-09-08,13.0,,2
942916950,2014,2015-09-01,,,2
108998765,2015,2016-11-16,,,2
701492472,2015,2016-09-27,,,2
815878087,2014,2015-09-02,,,2
233680372,2014,2015-07-11,9.0,,6
1199729421,2013,2015-08-15,,,2
538525337,2014,2015-11-09,12.0,,2
1010297602,2015,2016-05-07,,,7
465059259,2015,2016-12-08,,,1
531581433,2014,2015-10-12,4.0,,3
115557824,2013,2015-09-27,,,2
855724058,2014,2016-01-30,,,2
159087101,2014,2015-12-05,11.0,,2
1148422298,2015,,,,2
1073542190,2013,2014-02-19,,,3
1033165268,2013,2014-08-26,,,3
1224701129,2015,2016-05-05,61.0,,2
40870660,2014,2015-10-21,,,2
72275743,2015,2016-11-13,3.0,,22
948104384,2014,2015-04-30,7.0,,2
590481740,2013,2014-08-23,,,9
590481740,2014,2015-11-01,,,2
265414334,2013,2015-12-16,,,3
34072279,2013,2015-07-05,,,2
337986118,2013,2014-03-17,,,3
337986118,2014,2015-08-31,,,3
477014025,2013,2015-11-05,,,2
116573635,2013,2014-09-17,,,2
254255976,2013,2015-01-12,,,2
71263442,2015,2016-04-07,,,2
995227060,2013,2015-09-18,,,2
895540262,2015,2016-09-07,,,2
148379961,2014,2015-10-13,,,2
424442090,2014,2015-02-01,,,2
54456367,2015,2016-08-27,,,2
359860980,2013,2015-09-25,,,2
116573635,2015,2016-08-20,,,7
254255976,2015,2016-08-31,,,2
561207729,2015,2016-03-16,,,7
978389836,2016,2017-08-20,8.0,1.0,2
31643522,2016,2017-11-20,1.0,5.0,29
334193642,2016,2017-04-20,5.0,9.0,29
441403783,2017,2018-08-09,9.0,3.0,22
254255976,2016,2017-11-17,5.0,8.0,22
690177370,2017,2018-04-27,5.0,5.0,22
1077801639,2017,2018-04-12,11.0,9.0,22
848455265,2017,2018-01-15,43.0,9.0,22
576283533,2017,2018-03-15,3.0,6.0,22
271874611,2016,2017-10-20,15.0,2.0,22
11205016,2017,2018-06-06,14.0,11.0,22
645504403,2017,2018-05-17,13.0,9.0,22
1040255018,2016,2017-03-13,6.0,8.0,22
533410483,2017,2018-02-16,340.0,171.0,22
667474405,2017,2018-08-04,6.0,8.0,22
312782663,2017,2018-11-11,50.0,16.0,22
1065211704,2017,2018-02-09,77.0,,22
838492028,2016,2017-07-17,10.0,1.0,22
1103538353,2017,2018-04-15,12.0,,22
1218454377,2017,2018-10-27,16.0,2.0,22
160936990,2016,2017-01-13,15.0,3.0,22
879905170,2017,2018-03-28,27.0,,22
118452606,2016,2017-01-23,9.0,3.0,22
143669928,2017,2018-10-30,9.0,6.0,22
143669928,2016,2017-08-19,3.0,10.0,22
935913967,2016,2017-02-01,2.0,6.0,22
935913967,2017,2018-08-20,67.0,45.0,22
873035916,2017,2018-03-03,10.0,8.0,22
1121113591,2016,2017-03-18,7.0,3.0,22
633128686,2017,2018-01-26,3.0,6.0,22
425653504,2016,2017-10-28,9.0,4.0,22
990347830,2017,2018-06-28,8.0,7.0,22
236779781,2017,2018-11-13,8.0,7.0,22
381742120,2017,2018-04-13,9.0,7.0,27
184267873,2017,2018-09-04,48.0,33.0,22
701697404,2016,2017-08-18,13.0,,22
1019764778,2015,2017-09-15,10.0,,24
1030452136,2016,2017-04-18,12.0,3.0,22
501123552,2017,2018-03-24,5.0,,29
501123552,2016,2017-09-18,6.0,,29
20689540,2015,,,,29
1045020395,2014,,11.0,,29
1171110656,2017,2018-08-22,7.0,10.0,22
968078642,2016,,,,22
802042048,2017,,,,22
424442090,2016,,3.0,,22
1099613365,2017,,,,22
734938491,2017,2018-11-23,10.0,0.0,22
856862484,2007,,8.0,,22
1040213523,2016,2017-05-15,7.0,6.0,22
423199818,2015,,,,22
271743487,2015,,,,22
