entid,region_id,entertype_tax,industry_tax,registertype,economic_type,incometax_rate,collection_type,EMPNUM,year
535938768,466,,,20,761,0.25,2,5.0,2017.0
579445218,460,0.0,2.0,20,258,0.25,0,1.0,
579445218,460,,,20,1017,,2,1.0,2016.0
579445218,461,,,20,1016,,2,1.0,2015.0
579445218,461,,,20,1017,0.25,2,1.0,2017.0
545408551,460,0.0,2.0,20,258,0.25,0,7.0,
545408551,460,,,9,1012,,2,2.0,2016.0
545408551,461,,,20,1016,,2,2.0,2015.0
545408551,461,,,9,1012,0.25,2,8.0,2017.0
218099234,567,0.0,2.0,9,306,0.25,0,2.0,
218099234,567,,,9,1072,,2,10.0,2016.0
948271395,583,,,9,1122,,2,10.0,2016.0
948271395,583,,,9,1122,,2,10.0,2015.0
948271395,583,,,9,1122,0.25,2,7.0,2017.0
1156654650,566,0.0,2.0,20,306,0.25,1,,
1156654650,566,,,20,1025,,2,4.0,2016.0
1156654650,566,,,20,1025,,2,4.0,2015.0
1156654650,566,,,20,1025,0.25,2,3.0,2017.0
62022045,551,0.0,2.0,9,258,0.25,0,,
62022045,551,,,9,995,,2,15.0,2016.0
62022045,551,,,9,995,,2,2.0,2015.0
1103538353,565,0.0,2.0,20,306,0.25,0,,
1103538353,565,,,9,1021,,2,5.0,2016.0
1103538353,565,,,9,1021,,2,5.0,2015.0
1103538353,565,,,9,1021,0.25,2,5.0,2017.0
67264605,568,,,38,518,,2,13.0,2016.0
67264605,568,,,22,518,0.25,2,10.0,2017.0
834264380,557,0.0,2.0,9,415,0.25,0,,
834264380,557,,,9,1254,,2,2.0,2016.0
479137124,585,0.0,2.0,20,306,0.25,0,5.0,
479137124,585,,,20,1061,,2,5.0,2016.0
261892679,538,0.0,2.0,9,410,0.25,0,,
261892679,538,,,9,1239,,2,5.0,2016.0
261892679,538,,,9,1239,,2,5.0,2015.0
261892679,538,,,9,1239,0.25,2,2.0,2017.0
1208312381,536,,,20,1154,,2,2.0,2016.0
1208312381,536,,,20,1157,0.25,2,2.0,2017.0
87092606,534,0.0,2.0,20,258,0.25,0,1.0,
87092606,534,,,20,1017,,2,4.0,2016.0
113766077,547,0.0,2.0,9,438,0.25,0,6.0,
113766077,547,,,9,1252,,2,3.0,2016.0
113766077,547,,,9,1252,,2,3.0,2015.0
113766077,547,,,9,1252,0.25,2,2.0,2017.0
901191031,584,0.0,1.0,9,93,0.25,0,,
95926854,532,0.0,2.0,20,258,0.25,0,,
95926854,532,,,20,1017,,2,5.0,2016.0
95926854,532,,,20,1017,,2,5.0,2015.0
95926854,532,,,20,1017,0.25,2,2.0,2017.0
1117061229,539,0.0,2.0,9,306,0.25,0,,
1117061229,539,,,9,1054,,2,10.0,2016.0
1117061229,539,,,9,1054,,2,10.0,2015.0
159430594,570,0.0,2.0,9,405,0.25,0,2.0,
159430594,571,,,9,1203,,2,2.0,2016.0
159430594,576,,,9,1203,,2,2.0,2015.0
159430594,576,,,9,1203,0.25,2,3.0,2017.0
940460706,550,0.0,2.0,20,258,0.25,0,,
940460706,550,,,20,964,,2,4.0,2016.0
940460706,550,,,20,964,,2,4.0,2015.0
940460706,550,,,20,964,0.25,2,2.0,2017.0
949873187,536,0.0,2.0,25,404,0.25,0,,
949873187,536,,,25,1203,,2,1.0,2016.0
949873187,536,,,25,1203,,2,20.0,2015.0
949873187,536,,,25,1203,0.25,2,1.0,2017.0
667453278,535,,,20,1045,,2,2.0,2016.0
667453278,542,,,20,1045,,2,2.0,2015.0
667453278,542,,,20,1045,0.25,2,2.0,2017.0
114822988,580,0.0,1.0,20,37,0.25,0,4.0,
114822988,580,,,9,570,,2,4.0,2016.0
114822988,580,,,20,570,,2,4.0,2015.0
114822988,580,,,9,570,0.25,2,2.0,2017.0
664875663,640,,,9,1204,0.25,2,5.0,2017.0
304320622,536,0.0,2.0,9,250,0.25,1,,
304320622,536,,,9,913,,2,0.0,2016.0
304320622,536,,,9,913,,2,16.0,2015.0
948701265,591,,2.0,1,405,0.25,1,,
948701265,589,,,1,1203,,2,3.0,2016.0
948701265,589,,,1,1203,0.25,2,3.0,2017.0
1226386574,586,0.0,2.0,9,436,0.25,0,,
1115830165,586,,2.0,9,360,0.25,1,,
1115830165,586,,,9,1111,,2,1.0,2016.0
1115830165,586,,,20,1111,0.25,2,1.0,2017.0
254906929,594,,,9,1262,,2,1.0,2016.0
254906929,594,,,9,1262,0.25,2,9.0,2017.0
693267795,587,,2.0,9,406,0.25,1,,
693267795,587,0.0,2.0,9,406,0.25,1,,
693267795,587,,,9,1204,,2,2.0,2016.0
693267795,587,,,9,1355,0.25,2,4.0,2017.0
683585420,598,0.0,2.0,9,258,0.25,0,10.0,
683585420,598,,,9,966,,2,6.0,2016.0
683585420,598,,,9,966,,2,6.0,2015.0
683585420,598,,,9,966,0.25,2,3.0,2017.0
390111097,593,,,20,960,,2,3.0,2016.0
393460655,586,0.0,2.0,25,306,0.25,0,1.0,
393460655,586,,,25,1072,,2,2.0,2016.0
393460655,586,,,25,1072,,2,2.0,2015.0
1209811735,598,0.0,2.0,9,306,0.25,0,10.0,
1209811735,598,,,9,1048,,2,1.0,2016.0
1209811735,598,,,9,1048,,2,4.0,2015.0
1209811735,598,,,9,1048,0.25,2,4.0,2017.0
518841562,586,0.0,2.0,20,258,0.25,0,1.0,
78986550,619,0.0,2.0,22,0,0.25,0,5.0,
160269670,586,,,20,1253,,2,1.0,2016.0
160269670,586,,,20,1253,0.25,2,2.0,2017.0
837237594,633,0.0,1.0,9,84,0.25,0,30.0,
837237594,633,,,9,627,,2,40.0,2016.0
837237594,633,,,9,627,,2,10.0,2015.0
837237594,633,,,9,947,0.25,2,33.0,2017.0
714492796,628,0.0,2.0,9,258,0.25,0,5.0,
1010142846,621,,,20,998,,2,2.0,2016.0
1010142846,621,,,20,998,,2,3.0,2015.0
421819978,635,,,20,1051,,2,2.0,2016.0
421819978,635,,,20,1051,0.25,2,2.0,2017.0
393529853,587,,,9,1253,,2,2.0,2016.0
393529853,587,,,9,1253,,2,3.0,2015.0
393529853,587,,,9,1253,0.25,2,3.0,2017.0
263177201,618,0.0,2.0,9,410,0.25,0,4.0,
263177201,618,,,9,1237,,2,3.0,2016.0
776724585,612,,,20,1366,,2,1.0,2016.0
776724585,612,,,20,1275,,2,2.0,2015.0
776724585,612,,,20,1366,0.25,2,1.0,2017.0
609404760,648,0.0,2.0,20,420,0.25,0,4.0,
609404760,648,,,20,1253,,2,4.0,2016.0
609404760,648,,,20,1253,,2,1.0,2015.0
609404760,648,,,20,1253,0.25,2,4.0,2017.0
922543873,655,,2.0,20,305,0.25,1,,
922543873,655,,,20,1017,,2,2.0,2016.0
922543873,655,,,20,1017,,2,6.0,2015.0
922543873,655,,,20,1017,0.25,2,2.0,2017.0
1003500663,654,,,20,1164,,2,1.0,2016.0
1003500663,654,,,20,1164,,2,1.0,2015.0
1003500663,654,,,20,1300,0.25,2,1.0,2017.0
185788468,657,0.0,1.0,20,177,0.25,0,16.0,
185788468,657,,,20,771,,2,25.0,2016.0
185788468,657,,,20,771,,2,8.0,2015.0
185788468,657,,,20,771,0.25,2,22.0,2017.0
956601166,665,0.0,2.0,20,309,0.25,0,2.0,
956601166,665,,,20,981,,2,2.0,2016.0
956601166,665,,,20,981,,2,8.0,2015.0
956601166,665,,,20,981,0.25,2,2.0,2017.0
108393425,656,,2.0,20,449,0.25,1,,
108393425,656,,,20,1254,,2,3.0,2016.0
108393425,656,,,20,1325,,2,3.0,2015.0
108393425,656,,,20,1254,0.25,2,2.0,2017.0
869972366,660,,,20,1159,,2,1.0,2016.0
869972366,665,,,20,1159,0.25,2,1.0,2017.0
983049526,664,0.0,2.0,20,425,0.25,0,1.0,
983049526,664,,,20,1253,,2,4.0,2016.0
983049526,664,,,20,1253,,2,4.0,2015.0
983049526,664,,,20,1253,0.25,2,5.0,2017.0
816874677,657,,1.0,20,225,0.25,1,,
816874677,657,,,20,747,,2,2.0,2016.0
816874677,657,,,20,747,,2,9.0,2015.0
816874677,657,,,20,747,0.25,2,1.0,2017.0
546141373,658,0.0,2.0,20,469,0.25,0,14.0,
546141373,658,,,20,1368,,2,16.0,2016.0
546141373,658,,,20,1368,,2,18.0,2015.0
546141373,658,,,20,1368,0.25,2,12.0,2017.0
1033165268,665,,2.0,20,478,0.25,1,,
1033165268,665,,,20,1381,,2,1.0,2016.0
1033165268,665,,,20,1381,,2,5.0,2015.0
1033165268,665,,,20,1381,0.25,2,1.0,2017.0
751009818,652,,2.0,20,496,0.25,1,,
751009818,652,,,20,1420,,2,2.0,2016.0
751009818,650,,,20,1420,,2,8.0,2015.0
669730926,657,,2.0,9,424,0.25,1,,
669730926,657,,,9,1320,,2,29.0,2016.0
669730926,657,,,9,1320,,2,19.0,2015.0
669730926,657,,,9,1320,0.25,2,37.0,2017.0
839764982,668,,,20,1275,0.25,2,1.0,2017.0
22065829,664,0.0,2.0,9,402,0.25,0,10.0,
22065829,664,,,9,1252,,2,5.0,2016.0
22065829,664,,,9,1252,,2,8.0,2015.0
22065829,664,,,9,1252,0.25,2,1.0,2017.0
999939302,655,0.0,2.0,20,305,0.25,0,2.0,
999939302,655,,,20,1008,,2,2.0,2016.0
999939302,655,,,20,1008,,2,7.0,2015.0
999939302,655,,,20,1008,0.25,2,2.0,2017.0
23341331,658,0.0,2.0,20,252,0.25,0,1.0,
23341331,658,,,20,915,,2,1.0,2016.0
23341331,658,,,20,915,,2,1.0,2015.0
23341331,658,,,20,915,0.25,2,1.0,2017.0
579312182,657,0.0,2.0,20,438,0.25,0,1.0,
579312182,657,,,20,1275,,2,1.0,2016.0
579312182,657,,,20,1275,,2,5.0,2015.0
579312182,657,,,20,1275,0.25,2,1.0,2017.0
69056627,647,0.0,2.0,20,305,0.25,0,1.0,
69056627,647,0.0,2.0,20,282,0.25,0,,
69056627,647,,,20,989,,2,1.0,2016.0
69056627,647,,,20,989,,2,1.0,2015.0
69056627,647,,,20,989,0.25,2,1.0,2017.0
1005025210,658,0.0,1.0,2,225,0.25,0,1.0,
1005025210,658,,,2,609,,2,1.0,2016.0
1005025210,658,,,2,609,,2,6.0,2015.0
1005025210,658,,,2,609,0.25,2,1.0,2017.0
632352660,654,0.0,2.0,20,290,0.25,0,9.0,
632352660,654,,,20,998,,2,1.0,2016.0
632352660,654,,,20,998,0.25,2,11.0,2017.0
401087436,649,,,20,974,,2,10.0,2016.0
401087436,649,,,20,974,,2,10.0,2015.0
401087436,649,,,20,974,0.25,2,6.0,2017.0
283938986,666,0.0,2.0,20,268,0.25,0,2.0,
283938986,653,,,20,1029,,2,4.0,2016.0
283938986,653,,,20,1029,,2,4.0,2015.0
283938986,666,,,20,1029,0.25,2,2.0,2017.0
334193642,655,0.0,2.0,20,252,0.25,0,2.0,
334193642,655,,,20,915,,2,1.0,2016.0
334193642,655,,,20,915,,2,1.0,2015.0
334193642,655,,,20,915,0.25,2,1.0,2017.0
717080844,655,0.0,2.0,9,389,0.25,0,2.0,
717080844,655,,,9,1326,,2,8.0,2016.0
717080844,655,,,9,1326,,2,1.0,2015.0
717080844,655,,,9,1326,0.25,2,3.0,2017.0
790975792,658,0.0,2.0,20,271,0.25,0,2.0,
790975792,658,,,20,1029,,2,2.0,2016.0
790975792,658,,,20,1029,,2,2.0,2015.0
790975792,658,,,20,1029,0.25,2,1.0,2017.0
1086417627,655,0.0,2.0,20,450,0.25,0,4.0,
1086417627,655,,,20,1326,,2,3.0,2016.0
1086417627,655,,,20,1326,,2,1.0,2015.0
1086417627,655,,,20,1326,0.25,2,3.0,2017.0
154484947,662,,,20,1275,,2,2.0,2016.0
154484947,664,,,20,1275,0.25,2,1.0,2017.0
1044138027,658,0.0,2.0,20,305,0.25,0,5.0,
1044138027,658,,,20,1275,,2,8.0,2016.0
1044138027,658,,,20,1275,,2,8.0,2015.0
1044138027,658,,,20,1275,0.25,2,1.0,2017.0
1073542190,657,0.0,2.0,20,252,0.25,0,8.0,
1073542190,657,,,20,915,,2,8.0,2016.0
1073542190,657,,,20,915,,2,8.0,2015.0
1073542190,657,,,20,915,0.25,2,4.0,2017.0
668977235,656,,,19,1253,,2,11.0,2015.0
13279008,667,0.0,1.0,20,74,0.25,0,6.0,
13279008,667,,,20,612,,2,3.0,2016.0
13279008,667,,,20,612,,2,3.0,2015.0
13279008,667,,,20,612,0.25,2,1.0,2017.0
948846797,658,0.0,1.0,20,74,0.25,0,53.0,
948846797,658,,,20,615,,2,1.0,2016.0
948846797,658,,,20,615,,2,1.0,2015.0
948846797,658,,,20,615,0.25,2,1.0,2017.0
540501276,655,0.0,2.0,20,309,0.25,0,9.0,
540501276,655,,,20,1017,,2,10.0,2016.0
540501276,655,,,20,1017,,2,1.0,2015.0
540501276,655,,,20,1222,0.25,2,17.0,2017.0
459023004,667,0.0,2.0,20,295,0.25,0,1.0,
459023004,667,,,20,1057,,2,1.0,2016.0
459023004,667,,,20,1057,,2,6.0,2015.0
459023004,667,,,20,1057,0.25,2,1.0,2017.0
337986118,657,0.0,2.0,20,425,0.25,0,1.0,
337986118,657,,,20,1253,,2,1.0,2016.0
337986118,657,,,20,1253,,2,8.0,2015.0
337986118,657,,,20,1253,0.25,2,2.0,2017.0
90553906,664,0.0,2.0,20,305,0.25,0,1.0,
90553906,664,,,20,974,,2,1.0,2016.0
90553906,664,,,20,974,,2,10.0,2015.0
90553906,664,,,20,974,0.25,2,1.0,2017.0
93543846,658,,,20,1017,,2,8.0,2016.0
93543846,658,,,20,1017,,2,2.0,2015.0
93543846,658,,,20,1017,0.25,2,9.0,2017.0
507553157,667,0.0,2.0,20,327,0.25,0,10.0,
507553157,667,,,20,993,,2,10.0,2016.0
507553157,667,,,20,993,,2,10.0,2015.0
507553157,667,,,20,993,0.25,2,8.0,2017.0
406704808,657,,2.0,20,446,0.25,1,,
406704808,657,,,20,1320,,2,99.0,2016.0
406704808,657,,,20,1320,,2,8.0,2015.0
406704808,657,,,20,1320,0.25,2,126.0,2017.0
533035670,655,0.0,2.0,20,305,0.25,0,2.0,
533035670,655,,,20,1017,,2,1.0,2016.0
533035670,655,,,20,1017,0.25,2,2.0,2017.0
973237965,655,0.0,2.0,20,272,0.25,0,4.0,
973237965,655,,,20,975,,2,1.0,2016.0
973237965,655,,,20,975,,2,1.0,2015.0
973237965,655,,,20,975,0.25,2,1.0,2017.0
841110875,667,,2.0,20,447,0.25,1,,
841110875,667,,,20,1321,,2,17.0,2016.0
841110875,667,,,20,1321,,2,32.0,2015.0
841110875,667,,,20,935,0.25,2,9.0,2017.0
699691718,650,,2.0,20,335,0.25,1,,
699691718,650,,,20,1154,,2,2.0,2016.0
699691718,650,,,20,1154,,2,8.0,2015.0
699691718,650,,,20,1154,0.25,2,2.0,2017.0
496454976,667,,,20,999,0.25,2,2.0,2017.0
531581433,657,0.0,2.0,20,450,0.25,0,3.0,
531581433,657,,,20,1331,,2,3.0,2016.0
531581433,657,,,20,1331,,2,3.0,2015.0
531581433,657,,,20,1331,0.25,2,3.0,2017.0
187364170,657,0.0,2.0,20,334,0.25,0,12.0,
187364170,657,,,20,1012,,2,8.0,2016.0
187364170,657,,,20,1012,,2,8.0,2015.0
187364170,657,,,20,1012,0.25,2,6.0,2017.0
637274214,647,0.0,2.0,20,259,0.25,0,1.0,
637274214,647,,,20,974,,2,1.0,2016.0
637274214,647,,,20,974,,2,1.0,2015.0
637274214,647,,,20,974,0.25,2,1.0,2017.0
38363655,658,0.0,2.0,20,328,0.25,0,5.0,
38363655,658,,,20,1048,,2,4.0,2016.0
38363655,658,,,20,1048,,2,1.0,2015.0
38363655,658,,,20,1048,0.25,2,1.0,2017.0
731114139,656,,,20,1017,,2,1.0,2016.0
731114139,656,,,20,1017,0.25,2,1.0,2017.0
548659914,654,0.0,2.0,20,438,0.25,0,5.0,
548659914,666,0.0,2.0,20,248,0.25,0,3.0,
548659914,654,,,20,1331,,2,15.0,2016.0
548659914,654,,,20,1331,,2,1.0,2015.0
548659914,654,,,20,1172,0.25,2,22.0,2017.0
516287023,666,0.0,2.0,20,387,0.25,0,2.0,
516287023,666,,,20,1253,,2,1.0,2016.0
516287023,666,,,20,1253,,2,1.0,2015.0
516287023,666,,,20,1253,0.25,2,1.0,2017.0
176450308,657,0.0,2.0,20,342,0.25,0,1.0,
176450308,657,,,20,1335,,2,2.0,2016.0
176450308,657,,,20,1335,,2,8.0,2015.0
176450308,657,,,20,1335,0.25,2,4.0,2017.0
552148999,658,0.0,2.0,20,389,0.25,0,2.0,
552148999,658,,,20,1326,,2,5.0,2016.0
552148999,658,,,20,1326,,2,1.0,2015.0
552148999,658,,,20,1326,0.25,2,1.0,2017.0
96265667,649,0.0,2.0,20,478,0.25,0,5.0,
96265667,649,,,20,1253,,2,1.0,2016.0
96265667,649,,,20,1253,,2,1.0,2015.0
96265667,649,,,20,1253,0.25,2,1.0,2017.0
534024185,648,0.0,2.0,29,438,0.25,0,1.0,
534024185,648,,,29,1064,,2,1.0,2016.0
534024185,648,,,29,1064,,2,10.0,2015.0
534024185,648,,,29,1064,0.25,2,1.0,2017.0
401822332,666,,1.0,20,132,0.25,1,,
401822332,666,,,20,701,,2,3.0,2016.0
401822332,666,,,20,701,,2,3.0,2015.0
401822332,666,,,20,701,0.25,2,3.0,2017.0
838812049,657,0.0,1.0,20,225,0.25,0,32.0,
838812049,657,,,20,781,,2,10.0,2016.0
838812049,657,,,20,781,,2,10.0,2015.0
838812049,657,,,20,781,0.25,2,19.0,2017.0
11205016,658,,1.0,20,220,0.25,1,,
11205016,658,,,20,843,,2,12.0,2016.0
11205016,658,,,20,843,,2,11.0,2015.0
11205016,658,,,20,843,0.25,2,10.0,2017.0
899842500,664,,,20,1313,,2,80.0,2016.0
899842500,664,,,20,1313,,2,8.0,2015.0
899842500,664,,,20,1313,0.25,2,19.0,2017.0
661526755,654,0.0,2.0,20,373,0.25,0,7.0,
661526755,654,,,20,1126,,2,12.0,2016.0
661526755,654,,,20,1126,,2,1.0,2015.0
661526755,654,,,20,1126,0.25,2,12.0,2017.0
11826214,667,0.0,2.0,20,436,0.25,0,18.0,
11826214,667,0.0,2.0,20,438,0.25,0,,
11826214,667,,,20,1275,,2,10.0,2016.0
11826214,667,,,20,1275,,2,10.0,2015.0
11826214,667,,,20,1275,0.25,2,10.0,2017.0
8765242,651,0.0,2.0,20,420,0.25,0,8.0,
8765242,651,,,20,1164,,2,5.0,2016.0
8765242,651,,,20,1164,,2,5.0,2015.0
8765242,651,,,20,1164,0.25,2,1.0,2017.0
1083242133,664,0.0,1.0,20,99,0.25,0,1.0,
1083242133,664,,,20,1326,,2,1.0,2016.0
1083242133,664,,,20,1326,,2,10.0,2015.0
1083242133,664,,,20,1326,0.25,2,1.0,2017.0
18454080,655,0.0,2.0,20,303,0.25,0,2.0,
18454080,655,,,20,1015,,2,4.0,2016.0
18454080,655,,,20,1015,,2,4.0,2015.0
18454080,655,,,20,1015,0.25,2,1.0,2017.0
207210491,649,0.0,2.0,20,478,0.25,0,6.0,
207210491,649,,,20,1248,,2,22.0,2016.0
207210491,649,,,20,1248,,2,1.0,2015.0
207210491,649,,,20,1248,0.25,2,3.0,2017.0
818420099,665,0.0,1.0,20,221,0.25,0,5.0,
818420099,665,,,20,1012,,2,3.0,2016.0
818420099,665,,,20,1012,,2,8.0,2015.0
818420099,665,,,20,1012,0.25,2,3.0,2017.0
1187991990,656,0.0,2.0,20,450,0.25,0,1.0,
1187991990,656,,,20,1326,,2,2.0,2016.0
1187991990,656,,,20,1326,,2,11.0,2015.0
1187991990,656,,,20,1171,0.25,2,1.0,2017.0
31643522,656,0.0,2.0,20,349,0.25,0,1.0,
31643522,656,,,20,1111,,2,1.0,2016.0
31643522,656,,,20,1111,,2,6.0,2015.0
31643522,656,,,20,1111,0.25,2,2.0,2017.0
529429475,655,0.0,1.0,24,90,0.25,0,4.0,
529429475,655,,,24,638,,2,22.0,2016.0
529429475,655,,,24,638,,2,22.0,2015.0
702693798,658,0.0,2.0,20,295,0.25,0,1.0,
702693798,658,,,20,1008,,2,1.0,2016.0
702693798,658,,,20,1008,,2,20.0,2015.0
702693798,658,,,20,1220,0.25,2,1.0,2017.0
597568117,656,,,20,1126,,2,4.0,2016.0
597568117,656,,,20,1126,,2,11.0,2015.0
597568117,656,,,20,1126,0.25,2,1.0,2017.0
298097687,657,0.0,2.0,20,478,0.25,0,1.0,
298097687,657,,,20,1381,,2,6.0,2016.0
298097687,657,,,20,1381,,2,8.0,2015.0
298097687,657,,,20,1381,0.25,2,5.0,2017.0
643021215,648,0.0,2.0,9,478,0.25,0,27.0,
643021215,648,,,9,1204,,2,159.0,2016.0
643021215,648,,,9,1204,,2,159.0,2015.0
643021215,648,,,9,1204,0.25,2,18.0,2017.0
1156891859,648,0.0,2.0,20,494,0.25,0,8.0,
1156891859,648,,,20,1254,,2,9.0,2016.0
1156891859,648,,,20,1254,,2,9.0,2015.0
1156891859,648,,,20,1254,0.25,2,12.0,2017.0
385309201,652,,,20,993,,2,6.0,2016.0
385309201,650,,,20,993,,2,6.0,2015.0
385309201,650,,,20,993,0.25,2,1.0,2017.0
949155616,648,,,20,1253,,2,4.0,2016.0
949155616,648,,,20,1253,0.25,2,5.0,2017.0
808471480,666,0.0,2.0,20,406,0.25,0,5.0,
808471480,666,,,20,1204,,2,2.0,2016.0
808471480,666,,,20,1204,,2,8.0,2015.0
808471480,666,,,20,1204,0.25,2,1.0,2017.0
258497547,664,,2.0,20,478,0.25,1,,
258497547,664,,,20,1381,,2,1.0,2016.0
258497547,664,,,20,1381,,2,8.0,2015.0
258497547,664,,,20,1381,0.25,2,1.0,2017.0
1166245661,668,0.0,2.0,20,286,0.25,0,5.0,
1166245661,668,,,20,993,,2,8.0,2016.0
1166245661,668,,,20,993,,2,8.0,2015.0
1166245661,668,,,20,993,0.25,2,8.0,2017.0
493365356,647,0.0,2.0,20,305,0.25,0,2.0,
493365356,647,,,20,1058,,2,3.0,2016.0
493365356,647,,,20,1058,,2,3.0,2015.0
493365356,647,,,20,1058,0.25,2,4.0,2017.0
247160753,651,,,20,1253,,2,5.0,2016.0
247160753,651,,,20,1253,,2,5.0,2015.0
247160753,651,,,20,1253,0.25,2,2.0,2017.0
1013242604,651,,2.0,2,370,0.25,1,,
1013242604,651,,,2,1122,,2,14.0,2016.0
1013242604,651,,,2,1122,,2,14.0,2015.0
1192795944,648,0.0,2.0,20,377,0.25,0,3.0,
1192795944,648,,,20,1133,,2,5.0,2016.0
1192795944,648,,,20,1133,,2,5.0,2015.0
1192795944,648,,,20,1133,0.25,2,8.0,2017.0
704679891,664,0.0,2.0,20,478,0.25,0,2.0,
704679891,664,,,20,1111,,2,1.0,2016.0
704679891,664,,,20,1111,,2,8.0,2015.0
704679891,664,,,20,1111,0.25,2,1.0,2017.0
1032103988,647,0.0,2.0,20,492,0.25,0,3.0,
1032103988,647,,,20,985,,2,5.0,2016.0
1032103988,647,,,20,985,,2,1.0,2015.0
1032103988,647,,,20,985,0.25,2,6.0,2017.0
411705055,670,0.0,2.0,20,426,0.25,1,,
411705055,677,,,20,1254,,2,1.0,2016.0
411705055,685,,,20,1254,,2,,2015.0
411705055,685,,,20,1254,0.25,2,5.0,2017.0
210460213,768,0.0,2.0,20,306,0.25,1,,
210460213,768,,,20,1061,,2,1.0,2016.0
210460213,768,,,20,1061,,2,3.0,2015.0
210460213,768,,,20,1061,0.25,2,1.0,2017.0
224819809,670,0.0,2.0,20,438,0.25,0,2.0,
224819809,674,,,20,1275,,2,2.0,2016.0
224819809,674,,,20,1275,,2,,2015.0
224819809,674,,,20,1275,0.25,2,2.0,2017.0
575657270,684,0.0,2.0,20,258,0.25,0,5.0,
575657270,681,,,20,999,,2,4.0,2016.0
575657270,681,,,20,999,,2,4.0,2015.0
575657270,681,,,20,999,0.25,2,3.0,2017.0
381667187,759,0.0,1.0,20,197,0.25,0,1.0,
381667187,759,,,20,817,,2,5.0,2016.0
381667187,759,,,20,817,,2,5.0,2015.0
381667187,759,,,9,817,0.25,2,1.0,2017.0
396463706,811,,,20,975,,2,6.0,2016.0
396463706,811,,,20,975,,2,4.0,2015.0
396463706,811,,,20,975,0.25,2,4.0,2017.0
374438188,780,0.0,2.0,20,251,0.25,0,6.0,
374438188,781,,,20,922,,2,4.0,2016.0
374438188,780,,,20,922,,2,4.0,2015.0
374438188,782,,,20,922,0.25,2,5.0,2017.0
996346552,864,0.0,2.0,20,258,0.25,0,3.0,
996346552,760,,,20,1009,,2,1.0,2016.0
996346552,867,,,20,1009,,2,10.0,2015.0
503437104,684,0.0,1.0,9,167,0.25,1,,
503437104,684,,,9,762,,2,15.0,2016.0
503437104,681,,,9,762,,2,2.0,2015.0
503437104,681,,,9,762,0.25,2,16.0,2017.0
814518931,679,0.0,2.0,20,380,0.25,0,1.0,
814518931,679,,,20,1149,,2,3.0,2016.0
814518931,679,,,20,1149,,2,3.0,2015.0
814518931,679,,,20,1149,0.25,2,4.0,2017.0
573995644,740,0.0,2.0,9,258,0.25,0,3.0,
573995644,747,,,20,1012,,2,5.0,2016.0
573995644,747,,,9,1012,,2,5.0,2015.0
573995644,747,,,20,1012,0.25,2,12.0,2017.0
389792581,694,0.0,2.0,9,258,0.25,0,6.0,
389792581,698,,,9,1003,,2,6.0,2016.0
389792581,698,,,9,1003,,2,161.0,2015.0
389792581,698,,,9,1003,0.25,2,5.0,2017.0
771672489,729,0.0,1.0,20,167,0.25,0,1.0,
771672489,730,,,20,758,,2,4.0,2016.0
771672489,730,,,20,758,,2,4.0,2015.0
771672489,732,,,20,758,0.25,2,2.0,2017.0
614125878,799,0.0,2.0,20,252,0.25,0,2.0,
614125878,800,,,20,915,,2,2.0,2016.0
614125878,806,,,20,915,,2,,2015.0
614125878,807,,,20,1289,0.25,2,2.0,2017.0
938852879,792,0.0,2.0,9,306,0.25,0,5.0,
938852879,792,,,9,1021,,2,3.0,2016.0
938852879,792,,,9,1021,,2,2.0,2015.0
938852879,792,,,20,1021,0.25,2,2.0,2017.0
189431245,757,0.0,1.0,20,167,0.25,1,,
189431245,757,,,20,756,,2,3.0,2016.0
189431245,757,,,20,756,,2,5.0,2015.0
189431245,757,,,20,756,0.25,2,2.0,2017.0
536657584,757,0.0,2.0,20,258,0.25,0,2.0,
536657584,757,,,20,1017,,2,4.0,2016.0
536657584,757,,,20,1017,,2,4.0,2015.0
536657584,757,,,20,1017,0.25,2,1.0,2017.0
47348688,813,0.0,2.0,20,306,0.25,0,2.0,
47348688,813,,,20,1072,,2,8.0,2016.0
47348688,813,,,20,1072,,2,8.0,2015.0
47348688,813,,,20,1072,0.25,2,2.0,2017.0
1215546107,740,0.0,2.0,20,349,0.25,0,3.0,
1215546107,753,,,20,1103,,2,2.0,2016.0
1215546107,753,,,20,1103,,2,,2015.0
1215546107,753,,,20,1103,0.25,2,2.0,2017.0
432923310,755,0.0,2.0,20,258,0.25,0,1.0,
432923310,755,,,20,998,,2,5.0,2016.0
432923310,755,,,20,998,,2,3.0,2015.0
432923310,755,,,20,998,0.25,2,5.0,2017.0
885174822,687,,2.0,20,474,0.25,1,,
885174822,687,0.0,2.0,20,477,0.25,1,,
885174822,683,,,20,1381,,2,0.0,2016.0
885174822,687,,,20,1381,,2,30.0,2015.0
885174822,687,,,20,1381,0.25,2,0.0,2017.0
1121113591,758,0.0,2.0,29,305,0.25,0,15.0,
1121113591,758,,,29,1017,,2,15.0,2016.0
1121113591,758,,,29,1017,,2,15.0,2015.0
360000965,842,0.0,2.0,9,439,0.25,0,10.0,
360000965,851,,,20,1309,,2,44.0,2016.0
360000965,843,,,9,1309,,2,18.0,2015.0
360000965,846,,,20,1309,0.25,2,45.0,2017.0
233680372,729,0.0,1.0,9,194,0.25,1,,
