entid,honor_num,illegad_num,yea_sub,web_dum,ENTTYPE,INDUSTRYPHY,REGCAP,REGCAPCUR,RECCAP,PARNUM,LIMPARNUM,PARFORM,EXENUM,brand_num,cancel_dum,certificate_num,tax_dum
15815442,,,,0,3,11,2100.0,156.0,,,,,,,0,,0
173254885,,,,0,22,17,0.0,,,,,,,,0,,0
1171087251,,,,0,39,9,2.0,156.0,,,,,,,0,,0
967715091,,,,0,42,9,0.0,156.0,,,,,,,0,,0
1131393327,,,,0,3,11,2000.0,156.0,0.0,,,,,,0,,0
654517147,,,,0,5,11,50.0,156.0,,,,,,,0,,0
168167271,,,,0,7,11,10.0,156.0,,,,,,,0,,0
729065770,,,,0,17,11,0.0,156.0,,,,,,,0,,0
1219036670,,,,0,3,9,300.0,156.0,,,,,,,0,,0
512431876,,,,0,3,11,3.0,156.0,,,,,,,0,,0
1150345085,,,,0,3,11,30.0,156.0,,,,,,,0,,0
755554204,,,,0,3,11,10.0,156.0,,,,,,,0,,0
1126050497,,,,0,5,11,100.0,156.0,,,,,,,0,,0
839138446,,,,0,5,11,20.0,156.0,,,,,,,0,,0
827697277,,,,0,3,11,20.0,156.0,,,,,,,0,,0
137420711,,,,0,5,11,10.0,156.0,,,,,,,0,,0
754729197,,,,0,5,14,30.0,156.0,,,,,,,0,,0
636371407,,,,0,23,9,0.0,156.0,,,,,,,0,,0
1124643599,,,,0,3,11,400.0,156.0,,,,,,,0,,0
574767005,,,,0,3,11,50.0,156.0,,,,,,,0,,0
975904588,,,,0,3,9,100.0,156.0,,,,,,,0,,0
780416659,,,,0,7,11,10.0,156.0,,,,,,,0,,0
790876167,,,,0,3,11,50.0,156.0,,,,,,,0,,0
485439409,,,,0,4,11,100.0,156.0,,,,,,,0,,0
1073389175,,,,0,3,11,300.0,156.0,,,,,,,0,,0
1096448547,,,,0,3,11,100.0,156.0,0.0,,,,,,0,,0
621376826,,,,0,8,11,6000.0,156.0,,,,,,,0,,0
106159112,,,,0,3,11,3.0,156.0,,,,,,,0,,0
847757925,,,,0,3,11,50.0,,0.0,,,,,,0,,0
345305648,,,,0,3,11,24.0,156.0,,,,,,,0,,0
139635497,,,,0,5,11,20.0,156.0,,,,,,,0,,0
664739146,,,,0,3,11,400.0,156.0,,,,,,,0,,0
117440828,,,,0,17,9,0.0,156.0,,,,,,,0,,0
786225410,,,,0,5,11,30.0,156.0,,,,,,,0,,0
1133148535,,,,0,3,5,3.0,156.0,,,,,,,0,,0
926989116,,,,0,3,11,200.0,156.0,,,,,,,0,,0
332830883,,,,0,5,11,50.0,156.0,,,,,,,0,,0
344816768,,,,0,17,9,0.0,156.0,,,,,,,0,,0
124290587,,,,0,3,11,3.0,156.0,,,,,,,0,,0
1059375498,,,,0,5,11,50.0,156.0,0.0,,,,,,0,,0
364402560,,,,0,3,11,50.0,156.0,,,,,,,0,,0
119860111,,,,0,5,9,20.0,156.0,,,,,,,0,,0
327606212,,,,0,3,11,50.0,156.0,,,,,,,0,,0
96704161,,,,0,5,11,10.0,156.0,,,,,,,0,,0
667618892,,,,0,3,11,50.0,,,,,,,,0,,0
1043932732,,,,0,59,17,,,,,,,,,0,,0
466879194,,,,0,59,17,,,,,,,,,0,,0
527542236,,,,0,7,11,100.0,156.0,10.0,,,,,,0,,0
53777500,,,,0,81,5,,156.0,,,,,,,0,1.0,0
514677781,,,,0,5,11,100.0,156.0,100.0,,,,,,0,,0
294105257,,,,0,5,11,500.0,156.0,10.0,,,,,,0,,0
706716735,,,,0,65,12,10.0,156.0,10.0,,,,,,0,,0
469249278,,,,0,7,5,100.0,156.0,0.0,,,,,,0,,0
71115142,,,,0,5,5,3.0,156.0,3.0,,,,,,0,,0
979812063,,,,0,5,4,1000.0,156.0,700.0,,,,,,0,,0
545755580,,,,0,5,11,1000.0,156.0,0.0,,,,,,0,,0
223774194,,,,1,5,12,500.0,156.0,500.0,,,,,,0,,0
693558869,,,,0,5,11,100.0,156.0,100.0,,,,,,0,,0
801579375,,,,0,5,11,200.0,156.0,0.0,,,,,,0,,0
1044461579,,,,0,7,11,800.0,156.0,0.0,,,,,,0,,0
310750637,,,,1,81,12,0.0,840.0,,,,,,,0,,0
1184047865,,,,0,5,12,200.0,156.0,0.0,,,,,,0,1.0,0
1048596086,,,,0,7,12,100.0,156.0,0.0,,,,,,0,,0
913345620,,,,0,5,4,100.0,156.0,0.0,,,,,,0,,0
312782663,,,,0,8,2,200.0,156.0,200.0,,,,,,0,1.0,0
1031941181,,,,0,7,12,300.0,156.0,10.0,,,,,,0,,0
124575170,,,,1,5,12,1000.0,156.0,10.0,,,,,,0,,0
615971298,,,,0,7,17,10.0,156.0,10.0,,,,,,0,,0
450025838,,,,0,32,6,,156.0,0.0,,,,,,0,,0
860642770,,,,0,5,14,1000.0,156.0,3.0,,0.0,,1.0,,0,,0
2051381,,,,1,90,15,,156.0,,,,,,,0,,0
15552179,,,,0,7,5,10.0,156.0,10.0,,,,,,0,,0
704025503,,,,0,76,12,165.0,840.0,77.0,,,,,,0,,0
326595421,,,,0,5,5,3.0,156.0,3.0,,,,,,0,1.0,0
871452527,,,,0,5,4,50.0,156.0,0.0,,,,,,0,,0
1036174872,,,,0,65,5,1.0,156.0,1.0,,0.0,,1.0,,0,,0
63165459,,,,0,7,11,10000.0,156.0,0.0,,,,,,0,,0
664568605,,,,0,5,5,3.0,156.0,3.0,,,,,,0,,0
722642128,,,,0,5,17,300.0,156.0,0.0,,,,,,0,,0
194335835,,,,0,5,5,500.0,156.0,50.0,,,,,,0,,0
1150076746,,,,0,7,0,10.0,156.0,0.0,,0.0,,1.0,,0,,0
380934662,,,,0,5,11,50000.0,156.0,0.0,,,,,,0,,0
464689898,,,,0,5,12,200.0,156.0,200.0,,0.0,,1.0,,0,,0
603439209,,,,0,5,11,100.0,156.0,100.0,,,,,,0,,0
1085982260,,,,0,7,5,1000.0,156.0,1000.0,,,,,,0,,0
136017668,,,,0,90,10,0.0,840.0,,,,,,,0,,0
186538560,,,,0,5,12,500.0,156.0,50.0,,,,,,0,,0
758849273,,,,0,50,5,3.0,156.0,3.0,,,,,,0,,0
155368557,,,,0,5,17,1000.0,156.0,0.0,,,,,,0,,0
599400533,,,,0,5,12,500.0,156.0,0.0,,,,,,0,,0
202856081,,,,0,64,11,100.0,156.0,0.0,,,,,,0,,0
772585066,,,,0,65,4,5.0,156.0,5.0,,0.0,,1.0,,0,,0
690177370,,,,0,46,5,5.0,156.0,5.0,,0.0,,1.0,,0,1.0,0
325013274,,,,0,7,11,100.0,156.0,0.0,,,,,,0,,0
994377140,,,,0,5,17,300.0,156.0,0.0,,,,,,0,,0
1053170708,,,,0,5,17,500.0,156.0,0.0,,,,,,0,,0
481744171,,,,0,5,5,1000.0,156.0,0.0,,,,,,0,,0
11683944,,,,1,76,2,1497.6191,840.0,1497.6191,,,,,,0,,0
804923936,,,,0,5,12,800.0,156.0,0.0,,,,,,0,,0
446814233,,,,0,7,5,100.0,156.0,0.0,,,,,,0,,0
297909870,,,,0,5,17,50.0,156.0,50.0,,,,,,0,,0
947835992,,,,0,5,5,900.0,156.0,100.0,,,,,,0,2.0,0
721512872,,,,0,30,11,,156.0,,,,,,,0,1.0,0
273089396,,,,0,65,7,1.0,156.0,1.0,,0.0,,1.0,,0,1.0,0
922128743,,,,0,5,7,10.0,156.0,10.0,,,,,,0,2.0,0
582631559,,,,0,5,11,1000.0,156.0,10.0,,,,,,0,,0
941804680,,,,0,5,5,50.0,156.0,50.0,,,,,,0,,0
549998675,,,,1,7,12,10.0,156.0,0.0,,,,,,0,,0
779789754,,,,0,5,16,100.0,156.0,0.0,,,,,,0,,0
246373582,,,,0,5,12,100.0,156.0,0.0,,0.0,,1.0,,0,1.0,0
13778114,,,,1,5,12,200.0,156.0,200.0,,,,,,0,,0
893507386,,,,0,5,14,500.0,156.0,50.0,,,,,,0,2.0,0
708538081,,,,0,5,12,300.0,156.0,0.0,,,,,,0,,0
147245743,,,,0,5,12,500.0,156.0,0.0,,0.0,,1.0,,0,,0
1193097470,,,,0,29,5,0.0,156.0,0.0,,,,,,0,,0
421387546,,,,0,7,17,100.0,156.0,100.0,,,,,,0,,0
526948939,,,,0,5,12,660.0,156.0,0.0,,0.0,,1.0,,0,,0
546048441,,,,0,7,12,200.0,156.0,0.0,,,,,,0,,0
789380757,,,,0,8,11,1000.0,156.0,1000.0,,,,,,0,,0
555629327,,,,1,11,12,3000.0,156.0,3000.0,,,,,,0,1.0,0
690795951,,,,0,5,12,30.0,156.0,0.0,,,,,,0,,0
155257697,,,,1,7,11,300.0,156.0,10.0,,,,,,0,,0
588737965,,,,0,5,11,10.0,156.0,0.0,,,,,,0,,0
477014025,,,,0,0,5,400.0,156.0,0.0,,,,,,0,,0
936946450,,,,0,7,5,100.0,156.0,0.0,,0.0,,1.0,,0,,0
1128120344,,,,0,27,14,0.0,156.0,0.0,,0.0,,1.0,,0,,0
128394214,,,,1,43,9,0.0,156.0,0.0,,,,,,0,,0
736207319,,,,1,5,12,10.0,156.0,10.0,,,,,,0,,0
1074283757,,,,0,5,17,300.0,156.0,0.0,,,,,,0,,0
667474405,,,,0,8,11,100.0,156.0,100.0,,,,,,0,,0
572174664,,,,0,7,6,3.0,156.0,3.0,,,,,,0,,0
1077801639,,,,0,5,11,100.0,156.0,100.0,,0.0,,1.0,,0,,0
34944276,,,,0,7,11,200.0,156.0,200.0,,,,,,0,1.0,0
1020606618,,,,0,7,17,2000.0,156.0,0.0,,0.0,,1.0,,0,,0
978389836,,,,0,5,12,100.0,156.0,0.0,,,,,,0,,0
711042749,,,,0,5,12,10.0,156.0,0.0,,0.0,,1.0,,0,,0
721349596,,,,0,5,12,300.0,156.0,0.0,,0.0,,1.0,,0,,0
22426018,,,,0,7,5,200.0,156.0,20.0,,,,,,0,,0
569102406,,,,0,5,2,500.0,156.0,50.0,,,,,,0,,0
164756503,,,,0,7,12,10.0,156.0,10.0,,,,,,0,,0
501893092,,,,0,72,12,50.0,156.0,50.0,,,,,,0,,0
552651300,,,,0,0,12,50.0,156.0,50.0,,,,,,0,,0
60728002,,,,1,41,9,0.0,156.0,0.0,,,,,,0,1.0,0
815878087,,,,0,0,12,500.0,156.0,50.0,,,,,,0,,0
260626730,,,,0,0,2,3.0,156.0,3.0,,,,,,0,1.0,0
961342330,,,,0,7,5,100.0,156.0,100.0,,,,,,0,,0
40431646,,,,0,7,12,30.0,156.0,0.0,,,,,,0,,0
702865981,,,,0,7,11,100.0,156.0,0.0,,,,,,0,,0
338893548,,,,0,0,14,10.0,156.0,10.0,,,,,,0,1.0,0
949622672,,,,0,0,9,100.0,156.0,0.0,,,,,,0,,0
944292542,,,,0,0,13,100.0,156.0,100.0,,,,,,1,,0
1132496715,,,,0,0,11,20.0,156.0,0.0,,,,,,0,,0
265370615,,,,0,72,5,1000.0,156.0,0.0,,,,,,0,,0
574628572,,,,0,0,11,200.0,156.0,0.0,,,,,,0,,0
289473615,,,,0,7,14,50.0,156.0,0.0,,,,,,0,,0
1086151159,,,,0,7,6,3000.0,156.0,3000.0,,,,,,0,2.0,0
2408035,,,,0,27,11,,156.0,0.0,,,,,,0,,0
800606822,,,,1,7,5,200.0,156.0,200.0,,,,,,0,,0
1169937673,,,,0,12,12,5000.0,156.0,0.0,,,,,,0,,0
1088273481,,,,0,5,0,500.0,156.0,,,,,,,0,,0
581350528,,,,0,7,5,300.0,156.0,300.0,,,,,,0,,0
1200765321,,,,0,65,14,20.0,156.0,,,,,,,0,,0
207081036,,,,0,5,2,70.0,156.0,70.0,,,,,,0,,0
1227002332,,,,0,31,12,,,,,,,,,0,,0
344253608,,,,0,5,14,3.0,156.0,3.0,,,,,,0,,0
60314496,,,,0,65,2,10.0,156.0,10.0,,,,,,0,,0
11879056,,,,0,5,11,15.0,156.0,,,,,,,0,1.0,0
935913967,,,,0,32,8,,,10.0,,,,,,0,,0
1112345528,,,,0,7,17,300.0,156.0,,,,,,,0,,0
836448228,,,54.0,0,93,0,1000.0,156.0,,,,,,,0,,0
1117250524,,,,0,5,5,50.0,156.0,50.0,,,,,,0,,0
1155247007,,,,0,7,5,30.0,156.0,,,,,,,0,2.0,0
862503712,,,0.0,0,93,0,130.0,156.0,,,,,,,0,1.0,0
20689540,,,0.0,0,93,0,100.0,156.0,,,,,,,0,,0
970812071,,,,0,7,5,100.0,156.0,,,,,,,0,,0
1106278934,,,,0,5,11,10.0,156.0,,,,,,,0,,0
2126661,,,,0,5,10,100.0,156.0,100.0,,,,,,0,,0
1087113602,,,,0,27,5,,,,,,,,,0,2.0,0
640404632,,,,0,5,5,500.0,156.0,,,,,,,0,,0
111286211,,,,0,5,5,100.0,156.0,100.0,,,,,,0,,0
729455378,,,,0,65,2,100.0,156.0,,,,,,,0,,0
628540474,,,,0,5,11,500.0,156.0,6.0,,,,,,0,2.0,0
950012650,,,,1,5,5,8500.0,156.0,8500.0,,,,,,0,1.0,0
443270860,,,,0,8,2,400.0,156.0,500.0,,,,,,0,,0
214737721,,,,0,27,2,,156.0,,,,,,,0,1.0,0
1207807961,,,,0,0,5,10.0,156.0,0.0,,,,,,0,,0
375066805,,,,0,7,2,20.0,156.0,20.0,,,,,,0,3.0,0
538786780,,,,0,38,9,,840.0,,,,,,,0,1.0,0
604873588,,,,0,0,12,300.0,156.0,,,,,,,0,1.0,0
1140496964,,,,0,5,4,6100.0,156.0,6100.0,,,,,,0,,0
138139524,,,,0,5,2,1000.0,156.0,1000.0,,,,,,0,,0
998830459,,,,0,5,5,500.0,156.0,500.0,,,,,,0,1.0,0
566716001,,,,0,7,5,300.0,156.0,45.0,,,,,,0,1.0,0
798538458,,,,0,65,17,50.0,156.0,,,,,,,0,,0
54456367,,,,1,27,2,,156.0,125.0,,,,,,0,,0
407662345,,,,0,7,4,500.0,156.0,500.0,,,,,,0,,0
596870767,,,,0,7,5,500.0,156.0,280.0,,,,,,0,,0
998467460,,,,0,7,12,300.0,156.0,,,,,,,0,,0
607271397,,,,0,65,2,50.0,156.0,,,,,,,0,,0
46754004,,,,0,7,5,500.0,156.0,50.0,,,,,,0,,0
1211758009,,,,1,18,2,7847.63,156.0,4270.0,,,,,,0,,0
856465520,,,,0,57,5,0.0,156.0,0.0,,,,,,0,,0
1126254280,,,,0,45,12,3.0,156.0,3.0,,,,,,0,1.0,0
992465766,,,,0,11,2,5000.0,156.0,2000.0,,,,,,0,,0
637198672,,,,0,7,5,500.0,156.0,50.0,,,,,,0,,0
742531827,,,,0,7,2,450.0,156.0,450.0,,,,,,0,,0
574615171,,,,0,0,11,1000.0,156.0,1000.0,,,,,,0,,0
930719951,,,,0,65,0,20.0,156.0,,,,,,,0,,0
188967987,,,,0,65,11,10.0,156.0,,,,,,,0,,0
967421163,,,,0,7,2,100.0,156.0,,,,,,,0,1.0,0
85583992,,,,0,46,2,18.0,156.0,18.0,,,,,,0,,0
20831715,,,,0,0,12,50.0,156.0,,,,,,,0,,0
7276600,,,,0,7,2,300.0,156.0,,,,,,,0,,0
1135979979,,,,0,65,5,60.0,156.0,60.0,,,,,,0,3.0,0
68108625,,,0.0,0,94,0,155.0,156.0,,,,,,,0,,0
790677122,,,0.0,0,93,0,100.0,156.0,,,,,,,0,,0
317176006,,,0.0,0,93,0,100.0,156.0,0.0,,,,,,0,,0
652109476,,,,0,7,0,30.0,156.0,,,,,,,0,,0
930423548,,,,0,5,12,1000.0,156.0,200.0,,,,,,0,,0
727076239,,,,0,5,2,600.0,156.0,,,,,,,0,,0
842601360,,,,1,7,5,100.0,156.0,1.5,,,,,,0,,0
179267227,,,,0,5,4,110.0,156.0,110.0,,,,,,0,,0
634390566,,,,0,5,5,30.0,156.0,30.0,,,,,,0,,0
924244394,,,,0,7,6,100.0,156.0,,,,,,,0,1.0,0
736167810,,,,0,93,0,200.0,156.0,,,,,,,0,,0
1068933732,,,,0,5,5,100.0,156.0,,,,,,,0,,0
434626360,,,,1,38,9,,,,,,,,,0,1.0,0
559222210,,,,0,7,2,300.0,156.0,,,,,,,0,,0
693101804,,,,1,27,5,,,,,,,,,0,1.0,0
751129954,,,,0,5,11,48.0,156.0,,,,,,,0,,0
86243682,,,,0,5,2,70.0,156.0,70.0,,,,,,0,,0
1057471003,,,,0,5,2,50.0,156.0,50.0,,,,,,0,,0
220656222,,,,0,5,5,2000.0,156.0,,,,,,,0,,0
123542618,,,,0,7,5,200.0,156.0,0.0,,,,0.0,,0,,0
1085252711,,,,0,5,7,600.0,156.0,,,,,,,0,2.0,0
772821149,,,,0,7,2,50.0,156.0,,,,,,,0,,0
790581983,,,0.0,0,93,0,30.0,156.0,0.0,,,,0.0,,0,,0
936800245,,,,1,65,8,15.0,156.0,0.0,,,,,,0,,0
591644361,,,,0,7,11,50.0,156.0,0.0,,,,0.0,,0,,0
253363228,,,,0,5,5,200.0,156.0,0.0,,,,,,0,,0
1028236446,,,,0,5,11,110.0,156.0,110.0,,,,,,0,,0
464134803,,,,0,9,11,120.0,156.0,120.0,,,,,,0,,0
1171110656,,,,0,7,8,390.0,156.0,0.0,,,,,,0,,0
589559168,,,,0,5,5,100.0,156.0,100.0,,,,,,0,,0
850118958,,,,0,32,5,,,0.0,,,,,,0,,0
160897946,,,,0,5,6,50.0,156.0,50.0,,,,,,0,1.0,0
1079065272,,,,1,5,2,100.0,156.0,0.0,,,,,,0,,0
22968352,,,,0,18,9,100000.0,156.0,100000.0,,,,,,0,1.0,0
1059696849,,,,0,45,12,4.5,156.0,4.5,,,,0.0,,0,,0
265125448,,,,0,32,11,,,0.0,,,,,,0,,0
600314978,,,,1,5,6,110.0,156.0,110.0,,,,,,0,1.0,0
926975391,,,,0,65,4,3.0,156.0,0.0,,,,,,0,,0
143669928,,,,0,5,5,3.0,156.0,3.0,,,,,,0,,0
646673895,,,,0,29,5,,,0.0,,,,,,0,1.0,0
807391640,,,,0,5,2,768.0,156.0,768.0,,,,,,0,1.0,0
684879148,,,,0,11,9,1000.0,156.0,1000.0,,,,,,0,,0
85655162,,,,0,5,5,100.0,156.0,100.0,,,,0.0,,0,,0
1078969713,,,0.0,0,93,0,100.0,156.0,100.0,,,,,,0,,0
1094121304,,,,0,37,9,,,0.0,,,,0.0,,0,,0
1014013036,,,10.0,1,93,0,260.0,156.0,0.0,,,,,,0,1.0,0
434366847,,,0.0,0,93,0,1.0,156.0,1.0,,,,0.0,,0,,0
838492028,,,,0,5,11,1000.0,156.0,1000.0,,,,0.0,,0,,0
372517610,,,,0,27,5,0.0,,100.0,,,,,,0,,0
347752212,,,0.0,0,93,0,40.0,156.0,40.0,,,,,,0,,0
1002303049,,,,0,73,2,120.0,840.0,120.0,,,,,,0,,0
1220850302,,,0.0,0,93,0,5.0,156.0,5.0,,,,0.0,,0,,0
1133325497,,,,0,7,5,100.0,156.0,0.0,,,,0.0,,0,,0
808058276,,,,0,65,5,5.0,156.0,5.0,,,,0.0,,0,1.0,0
333660563,,,,0,5,2,123.7,156.0,123.7,,,,0.0,,0,,0
432563835,,,,0,5,4,2000.0,156.0,600.0,,,,,,0,,0
472989353,,,,0,7,5,80.0,156.0,0.0,,,,0.0,,0,,0
555595046,,,,0,5,6,100.0,156.0,100.0,,0.0,9,,,0,1.0,0
196618454,,,0.0,0,93,0,30.0,156.0,30.0,,,,0.0,,0,1.0,0
1033898812,,,,0,5,13,200.0,156.0,200.0,,0.0,9,,,0,,0
72275743,,,,0,7,14,30.0,156.0,0.0,,0.0,9,,,0,,0
158286222,,,,0,22,2,,156.0,0.0,,0.0,9,,,0,,0
232516341,,,,0,93,0,100.0,156.0,,,0.0,9,,,0,,0
614851993,,,,0,5,5,300.0,156.0,0.0,,0.0,9,,,0,,0
610463735,,,,0,7,6,210.0,156.0,210.0,,0.0,9,,,0,1.0,0
217067831,,,,0,5,13,800.0,156.0,3.0,,,,,,0,,0
754120700,,,,0,5,13,2000.0,156.0,2000.0,,,,,,0,,0
481018530,,,,0,5,11,100.0,156.0,100.0,,0.0,9,,,0,,0
43814551,,,,0,5,5,50.0,156.0,50.0,,0.0,9,,,0,1.0,0
28899692,,,,0,31,9,,156.0,,,0.0,9,,,0,1.0,0
114467175,,,,0,7,2,20.0,156.0,20.0,,0.0,9,,,0,1.0,0
681263154,,,,0,21,8,,156.0,,,0.0,9,,,0,,0
643924098,,,,0,5,10,3000.0,156.0,3000.0,,,,,,0,,0
496737215,,,,0,5,5,30.0,156.0,30.0,,,,,,0,,0
646340285,,,,0,93,0,80.0,156.0,,,0.0,9,,,0,,0
1225411190,,,,0,9,2,100.0,156.0,100.0,,,,,,0,,0
651935083,,,,0,5,15,300.0,156.0,300.0,,,,,,0,1.0,0
770821655,,,,0,5,5,302.0,156.0,0.0,,0.0,9,,,0,1.0,0
96827232,,,,0,5,11,300.0,156.0,0.0,,,,,,0,,0
32062727,,,,0,5,11,300.0,156.0,300.0,,,,,,0,2.0,0
906526832,,,,0,65,11,30.0,156.0,,,,,,,0,,0
720514330,,,,0,5,5,50.0,156.0,50.0,,0.0,9,,,0,,0
46804728,,,,0,29,5,,156.0,,,,,,,0,,0
703809235,,,,0,65,5,30.0,156.0,0.0,,,,,,0,,0
700578529,,,,1,81,7,0.0,840.0,0.0,,,,,,0,3.0,0
736068225,,,0.0,0,94,0,60.0,156.0,0.0,,,,,,0,,0
402822767,,,,0,5,2,200.0,156.0,0.0,,,,,,0,,0
284484051,,,,0,5,11,2030.0,156.0,2030.0,,,,,,0,,0
1047477702,,,,0,65,5,18.0,156.0,0.0,,,,,,0,2.0,0
304446083,,,,0,5,5,200.0,156.0,0.0,,,,,,0,,0
988311456,,,,0,5,5,500.0,156.0,500.0,,,,,,0,,0
942317928,,,,0,5,5,50.0,156.0,50.0,,,,,,0,,0
1028531518,,,,0,5,2,50.0,156.0,50.0,,,,,,0,1.0,0
590481740,,,,1,27,11,0.0,156.0,0.0,,,,,,0,1.0,0
479923094,,,,0,5,5,5.0,156.0,0.0,,,,,,0,1.0,0
25315744,,,,0,76,2,220000.0,392.0,220000.0,,,,,,0,17.0,0
1080172329,,,,0,5,12,50.0,156.0,0.0,,,,,,0,,0
53835321,,,,0,28,5,0.0,156.0,0.0,,,,,,0,4.0,0
45163949,,,,0,5,8,3.0,156.0,3.0,,,,,,0,4.0,0
403124040,,,,0,65,2,30.0,156.0,,,,,,,0,,0
198802340,,,,0,5,5,60.0,156.0,60.0,,,,,,0,,0
1073896617,,,,0,5,12,210.0,156.0,210.0,,,,,,0,2.0,0
219126679,,,,0,9,4,2000.0,156.0,2000.0,,,,,,0,,0
983963171,,,,0,5,12,100.0,156.0,100.0,,,,,,0,1.0,0
130237444,,,,0,5,5,3.0,156.0,3.0,,,,,,0,,0
697910280,,,,0,43,9,,156.0,,,,,,,0,2.0,0
1222576927,,,,0,46,7,10.0,156.0,10.0,,,,,,0,3.0,0
334098857,,,,0,7,11,500.0,156.0,0.0,,,,,,0,,0
553061350,,,0.0,0,94,0,180.0,156.0,0.0,,,,,,0,,0
1168489817,,,,0,5,12,505.0,156.0,505.0,,,,,,0,,0
480372201,,,,0,5,11,100.0,156.0,,,,,,,0,,0
528081927,,,,1,5,5,50.0,156.0,0.0,,,,,,0,,0
12562085,,,,0,46,0,56.3,156.0,0.0,,,,,,0,2.0,0
471810635,,,,0,5,5,100.0,156.0,100.0,,,,,,0,,0
830233875,,,,0,46,5,50.0,156.0,0.0,,,,,,0,1.0,0
1120440764,,,,0,27,5,0.0,156.0,0.0,,,,,,0,,0
1057603484,,,,0,7,4,50.0,156.0,0.0,,,,,,0,,0
182350276,,,,0,65,5,5.0,156.0,0.0,,,,,,0,1.0,0
631111152,,,,0,42,9,0.0,156.0,0.0,,,,,,0,3.0,0
766391861,,,,0,5,5,100.0,156.0,50.0,,,,,,0,,0
422459086,,,,0,5,5,50.0,156.0,50.0,,,,,,0,,0
485566966,,,,0,7,4,100.0,156.0,0.0,,,,,,0,,0
256921298,,,,0,7,5,10.0,156.0,,,,,,,0,,0
260286782,,,,0,27,11,0.0,156.0,0.0,,,,,,0,,0
160936990,,,,0,5,12,100.0,156.0,100.0,,,,,,0,1.0,0
535938768,,,,0,5,2,1000.0,156.0,1000.0,,,,,,0,1.0,0
579445218,,,,0,7,5,50.0,156.0,,,,,,,0,,0
545408551,,,,0,5,12,50.0,156.0,50.0,,,,,,0,,0
1121810685,,,,0,65,5,30.0,156.0,0.0,,,,,,1,,0
556931102,,,,0,5,5,20.0,156.0,,,,,,,0,,0
496937231,,,0.0,0,93,0,140.0,156.0,,,,,,,0,,0
218099234,,,,0,7,5,300.0,156.0,300.0,,,,,,0,,0
948271395,,,,0,5,7,700.0,156.0,,,,,,,0,,0
1156654650,,,,0,5,5,50.0,156.0,50.0,,,,,,0,4.0,0
1120871194,,,,0,65,5,1.0,156.0,0.0,0.0,,,0.0,,0,,0
237199851,,,,0,65,5,1.0,156.0,,,,,,,0,,0
62022045,,,,0,5,5,500.0,156.0,0.0,0.0,,,0.0,,0,,0
14079560,,,,0,65,0,80.0,156.0,,,,,,,0,,0
946255845,,,0.0,0,94,0,78.0,156.0,,,,,,,0,,0
1103538353,,,,0,5,5,31.0,156.0,31.0,,,,,,0,1.0,0
67264605,,,0.0,0,94,0,800.0,156.0,0.0,,,,,,0,,0
834264380,,,,0,7,14,50.0,156.0,0.0,0.0,,,0.0,,0,,0
479137124,,,,0,7,5,50.0,156.0,50.0,,,,,,0,,0
261892679,,,,0,5,11,30.0,156.0,0.0,,,,,,0,,0
85241169,,,,0,56,5,10.0,156.0,,,,,,,0,,0
1208312381,,,,0,5,5,100.0,156.0,,,,,,,0,,0
1117724341,,,,0,5,11,50.0,156.0,50.0,,,,,,0,,0
87092606,,,,0,5,5,10.0,156.0,10.0,,,,,,0,,0
113766077,,,,0,5,10,100.0,156.0,100.0,,,,,,0,,0
901191031,,,,0,7,2,953.0,156.0,953.0,,,,,,0,1.0,0
95926854,,,,0,5,5,200.0,156.0,40.0,,,,,,0,,0
1117061229,,,,0,31,5,,156.0,,,,,,,0,,0
159430594,,,,0,5,10,1000.0,156.0,0.0,0.0,,,0.0,,0,,0
940460706,,,,0,7,5,50.0,156.0,50.0,0.0,,,0.0,,0,1.0,0
949873187,,,,0,86,10,500.0,156.0,500.0,,,,,,0,1.0,0
667453278,,,,0,5,5,100.0,156.0,0.0,,,,,,0,,0
114822988,,,,0,5,6,2000.0,156.0,100.0,,,,,,0,1.0,0
178105663,,,,0,7,10,10.0,156.0,10.0,,,,,,0,,0
664875663,,,,0,5,10,300.0,156.0,0.0,,,,0.0,,0,,0
304320622,,,,0,27,4,,156.0,,,,,,,0,,0
948701265,,,,0,45,10,2000.0,156.0,2000.0,0.0,0.0,,0.0,,0,1.0,0
1226386574,,,,0,5,11,3.0,156.0,3.0,,,,,,0,1.0,0
1115830165,,,,0,5,6,100.0,156.0,100.0,,,,0.0,,0,,0
254906929,,,,0,5,11,60.0,156.0,0.0,,,,0.0,,0,,0
693267795,,,,0,7,10,50.0,156.0,50.0,,,,,,0,,0
683585420,,,,0,5,5,50.0,156.0,50.0,,,,0.0,,0,2.0,0
390111097,,,,0,7,12,200.0,156.0,0.0,,,,0.0,,0,,0
393460655,,,,0,90,5,0.0,156.0,0.0,,,,0.0,,0,,0
684352434,,,,0,65,5,30.0,156.0,0.0,0.0,0.0,,0.0,,0,,0
1122802283,,,,0,27,5,,156.0,0.0,0.0,0.0,,0.0,,0,1.0,0
1209811735,,,,0,5,5,100.0,156.0,100.0,,,,0.0,,0,1.0,0
518841562,,,,0,5,5,70.0,156.0,50.0,,,,0.0,,1,1.0,0
78986550,,,0.0,0,93,0,300.0,156.0,0.0,,,,0.0,,0,,0
492632493,,,,0,65,17,30.0,156.0,30.0,,,,,,0,2.0,0
