entid,ALTDATE,ALTTIME
22426018,2015-12-08,
22426018,2015-03-08,
22426018,2015-01-08,
22426018,2015-12-08,
569102406,2015-11-13,
569102406,2015-08-13,
569102406,2015-12-13,
569102406,2011-09-16,
569102406,2011-08-16,
164756503,,
164756503,,
164756503,2013-04-13,
164756503,2013-02-23,
164756503,2015-06-12,
164756503,2013-06-23,
164756503,2013-02-13,
164756503,2013-04-23,
164756503,2013-03-13,
501893092,2011-01-30,
501893092,2009-01-25,1.0
552651300,2013-04-06,
552651300,2013-12-06,1.0
552651300,2013-06-06,1.0
552651300,2013-04-06,1.0
552651300,2019-03-29,
552651300,2019-01-29,
60728002,2019-10-22,
60728002,2019-01-30,
60728002,2019-11-22,
60728002,2019-08-22,
60728002,2019-08-30,
60728002,2019-06-30,
815878087,2015-11-27,1.0
815878087,2015-07-27,1.0
815878087,2015-05-27,1.0
815878087,2015-10-27,1.0
815878087,2015-03-27,1.0
815878087,2015-11-27,1.0
815878087,2015-04-27,1.0
815878087,2015-09-27,1.0
815878087,2015-11-27,1.0
815878087,2015-07-27,1.0
260626730,2018-01-23,
260626730,2018-06-23,
961342330,2013-06-19,
961342330,2016-05-01,
961342330,2016-07-01,
961342330,2016-03-01,
961342330,2013-04-19,
961342330,2016-10-01,
961342330,2015-07-11,
961342330,2015-10-11,
961342330,2016-06-01,
961342330,2016-08-01,
961342330,2017-05-24,
961342330,2017-06-24,
40431646,2017-08-16,
702865981,2018-11-19,
338893548,2014-02-16,
338893548,2014-12-16,1.0
338893548,2014-12-16,1.0
338893548,2014-11-16,1.0
338893548,2014-03-16,1.0
338893548,2014-07-16,1.0
944292542,2015-06-30,
265370615,2018-04-28,
574628572,2018-04-16,
1086151159,2016-05-29,
1086151159,2016-01-29,
1086151159,2015-06-11,
1086151159,2016-06-29,
1086151159,2015-07-13,
1086151159,2015-08-13,
1086151159,2017-05-05,
1086151159,2011-05-28,
1086151159,2017-09-05,
1086151159,2017-10-05,
1086151159,2016-09-29,
1086151159,2015-03-11,
1086151159,2010-01-07,
1086151159,2017-12-05,
1086151159,2016-10-29,
1086151159,2015-01-11,
1086151159,2016-07-29,
1086151159,2009-04-18,
1086151159,2009-12-03,
1086151159,2009-05-03,
1086151159,2009-09-15,
1086151159,2005-03-07,
1086151159,2008-05-04,
1086151159,2005-09-07,
1086151159,2005-04-13,
1086151159,2008-03-04,
1086151159,2010-10-05,
1086151159,2010-02-07,
1086151159,2010-11-05,
1086151159,2011-10-31,
1086151159,2011-08-28,
1086151159,2007-09-13,
1086151159,2005-01-13,
1086151159,2018-12-29,0.0
1086151159,2018-10-29,0.0
1086151159,2018-09-29,0.0
1086151159,2018-09-29,0.0
1086151159,2018-10-10,
1086151159,2018-09-10,
800606822,2012-02-19,1.0
800606822,2012-11-19,1.0
800606822,2014-06-29,1.0
800606822,2014-08-29,1.0
800606822,2015-09-23,1.0
800606822,2015-12-23,1.0
800606822,2016-12-08,1.0
800606822,2016-06-08,
800606822,2016-10-08,1.0
800606822,2016-09-08,
800606822,2016-02-08,
1169937673,2015-12-13,1.0
1169937673,2018-03-06,
1169937673,2018-06-06,
1169937673,2018-10-06,
1169937673,2018-12-06,
1088273481,2015-06-13,1.0
1088273481,2015-05-13,1.0
1088273481,2015-08-13,1.0
1088273481,2015-05-13,1.0
581350528,2012-10-15,1.0
581350528,2012-06-15,1.0
581350528,2012-01-15,1.0
581350528,2014-06-10,1.0
581350528,2014-05-10,1.0
581350528,2012-06-15,
1200765321,2016-04-06,
1200765321,2016-01-06,
1200765321,2014-01-26,1.0
1200765321,2014-02-26,1.0
1200765321,2016-09-06,1.0
1200765321,2016-03-06,
1200765321,2016-01-06,1.0
1200765321,2016-09-06,
207081036,2009-02-05,1.0
207081036,2009-11-30,1.0
1227002332,2017-04-20,
1227002332,2012-11-02,1.0
1227002332,2016-07-28,1.0
1227002332,2016-08-28,1.0
1227002332,2016-12-28,1.0
1227002332,2016-07-28,1.0
1227002332,2017-08-27,
1227002332,2017-10-27,
1227002332,2012-04-02,
344253608,2017-02-08,
60314496,2004-10-19,1.0
60314496,2016-10-01,1.0
60314496,2016-02-01,1.0
60314496,2016-10-01,1.0
11879056,2015-07-26,1.0
11879056,2016-11-22,1.0
11879056,2016-05-22,1.0
11879056,2016-05-22,1.0
11879056,2016-06-22,1.0
11879056,2016-01-22,
11879056,2016-03-22,1.0
11879056,2016-03-22,
935913967,2014-04-19,
935913967,2017-02-12,
935913967,2017-03-12,
935913967,2017-02-12,
935913967,2007-06-21,1.0
935913967,2014-02-26,1.0
935913967,2014-12-26,1.0
935913967,2014-11-26,1.0
935913967,2014-08-26,1.0
935913967,2014-04-26,1.0
935913967,2014-01-26,1.0
935913967,2014-09-27,1.0
935913967,2017-10-12,
935913967,2017-02-12,
935913967,2014-09-19,
935913967,2017-03-12,
935913967,2017-05-12,
1112345528,2015-07-24,1.0
1112345528,2016-05-27,1.0
1117250524,2017-01-16,
1117250524,2017-03-16,
1117250524,2017-06-16,
1117250524,2017-07-16,
1117250524,2017-08-16,
1117250524,2017-01-16,
1117250524,2017-06-16,
1117250524,2017-03-16,
1117250524,2017-11-16,
1117250524,2018-03-03,
1117250524,2018-07-03,
1117250524,2018-06-03,
1117250524,2017-05-16,
1155247007,2016-12-20,
1155247007,2015-10-06,
1155247007,2015-06-16,
1155247007,2015-04-18,
1155247007,2014-09-30,
1155247007,2016-09-20,
1155247007,2015-11-18,
1155247007,2016-11-20,
1155247007,2015-06-18,
1155247007,2015-02-16,
1155247007,2015-11-06,
1155247007,2014-04-30,
1155247007,2016-01-20,
1155247007,2016-06-20,
1155247007,2016-05-20,
1155247007,2016-09-20,
1155247007,2017-08-18,
1155247007,2017-08-18,
1155247007,2019-10-02,
1155247007,2019-06-02,
1155247007,2019-12-27,
1155247007,2019-11-27,
20689540,2016-04-14,1.0
20689540,2016-06-14,
20689540,2016-10-14,1.0
20689540,2016-05-14,
20689540,2016-01-14,
970812071,2015-02-11,
970812071,2015-06-11,
970812071,2017-01-28,
970812071,2017-09-28,
970812071,2018-12-27,
970812071,2017-01-28,
970812071,2018-04-27,
970812071,2019-05-27,
970812071,2018-06-27,
970812071,2018-09-27,
970812071,2018-06-27,
970812071,2018-11-27,
970812071,2019-07-27,
970812071,2019-09-01,
1106278934,2016-12-08,
1106278934,2016-08-08,
1106278934,2016-09-08,
2126661,2009-08-10,1.0
2126661,2009-01-10,1.0
2126661,2009-07-10,1.0
2126661,2014-06-02,1.0
2126661,2015-05-09,1.0
2126661,2016-04-14,1.0
2126661,2016-01-14,1.0
2126661,2016-10-14,1.0
2126661,2009-03-10,
2126661,2019-02-19,
2126661,2019-03-19,
1087113602,2015-04-03,
1087113602,2014-06-29,
1087113602,2015-08-20,1.0
1087113602,2015-07-20,1.0
1087113602,2015-02-20,1.0
1087113602,2015-05-20,
1087113602,2014-05-29,
1087113602,2015-08-03,
1087113602,2015-07-20,
1087113602,2019-01-27,
1087113602,2015-10-20,
1087113602,2019-11-27,
640404632,2017-05-20,
640404632,2016-04-26,1.0
640404632,2016-05-26,
640404632,2017-02-20,
640404632,2017-01-20,
640404632,2017-10-20,
640404632,2016-08-26,
640404632,2017-05-20,
640404632,2016-10-26,1.0
640404632,2017-11-20,
640404632,2017-04-20,
640404632,2017-03-20,
640404632,2017-04-20,
640404632,2016-01-26,
640404632,2016-05-26,
640404632,2016-07-26,
640404632,2019-07-23,
640404632,2019-02-23,
111286211,2015-11-08,
111286211,2015-07-08,
628540474,2017-04-03,
628540474,2016-10-21,
628540474,2017-01-03,
628540474,2015-10-12,
628540474,2016-03-21,
628540474,2016-08-21,1.0
628540474,2017-09-02,
628540474,2017-09-02,
628540474,2017-08-02,
628540474,2017-11-29,
628540474,2017-03-29,
628540474,2017-03-29,
628540474,2019-10-09,
628540474,2019-12-09,
628540474,2019-01-09,
950012650,2018-07-05,0.0
950012650,2016-12-30,
950012650,2016-11-22,
950012650,2016-04-22,
950012650,2011-02-18,
950012650,2016-09-22,
950012650,2011-01-18,
950012650,2011-04-18,
950012650,2016-03-22,
950012650,2012-07-17,
950012650,2017-03-15,
950012650,2016-11-22,
950012650,2017-09-13,
950012650,2017-05-15,
950012650,2016-04-22,
950012650,2016-11-30,
950012650,2017-06-13,
950012650,2018-02-05,0.0
950012650,2018-01-05,0.0
950012650,2017-04-13,0.0
950012650,2017-12-13,0.0
950012650,2016-09-22,0.0
950012650,2011-06-18,0.0
950012650,2018-08-05,0.0
950012650,2018-03-05,
950012650,2019-07-06,
950012650,2018-05-05,0.0
950012650,2018-10-05,0.0
950012650,2018-05-05,0.0
950012650,2011-12-18,0.0
950012650,2016-03-22,0.0
950012650,2016-01-22,0.0
950012650,2011-03-18,0.0
950012650,2017-05-15,0.0
950012650,2017-01-13,0.0
950012650,2017-08-13,0.0
950012650,2016-09-30,0.0
950012650,2012-12-17,0.0
950012650,2011-10-18,0.0
443270860,2014-06-10,
443270860,2014-10-10,
443270860,2014-09-10,
443270860,2015-08-03,
443270860,2014-07-10,
443270860,1990-02-14,1.0
443270860,1995-03-26,1.0
443270860,1995-09-26,1.0
443270860,1995-06-26,1.0
443270860,1996-11-14,1.0
443270860,1996-07-14,1.0
443270860,2000-06-22,1.0
443270860,2000-06-22,1.0
443270860,2003-01-19,1.0
443270860,2009-06-30,1.0
443270860,2009-01-31,1.0
443270860,2009-03-31,1.0
443270860,2009-03-31,1.0
443270860,2009-01-31,1.0
443270860,2009-11-30,1.0
443270860,2009-12-31,1.0
443270860,2009-05-26,1.0
443270860,2009-04-26,1.0
443270860,2010-01-18,1.0
443270860,2013-02-28,1.0
443270860,2013-05-28,1.0
443270860,2013-06-02,1.0
443270860,2014-12-14,1.0
443270860,2014-07-14,1.0
443270860,2014-01-14,1.0
443270860,2015-06-03,1.0
443270860,2015-10-31,1.0
443270860,2015-08-03,
443270860,2013-08-28,
443270860,2014-10-10,
443270860,2013-07-02,
443270860,2009-05-26,
443270860,2009-03-31,
443270860,2018-09-13,
443270860,2018-01-13,
443270860,2019-11-10,
443270860,2019-12-10,
443270860,2014-03-14,
443270860,2014-05-10,
443270860,1996-12-14,
443270860,2019-01-10,
443270860,2019-07-10,
443270860,2019-01-07,
214737721,2016-07-13,1.0
214737721,2016-04-13,1.0
214737721,2016-06-13,
214737721,2016-06-13,1.0
214737721,2016-03-13,
214737721,2016-05-13,
1207807961,2015-11-28,1.0
1207807961,2015-03-28,1.0
375066805,2010-10-13,1.0
375066805,2011-09-12,1.0
375066805,2011-03-01,1.0
375066805,2011-05-01,1.0
375066805,2011-06-01,1.0
375066805,2012-12-18,1.0
375066805,2015-05-14,1.0
375066805,2015-09-14,1.0
538786780,2015-02-04,
538786780,2016-11-23,
538786780,2015-09-04,
538786780,2014-12-05,
538786780,2002-12-24,1.0
538786780,2002-08-24,1.0
538786780,2002-11-24,1.0
538786780,2004-01-08,1.0
538786780,2004-06-08,1.0
538786780,2004-06-08,1.0
538786780,2004-02-11,1.0
538786780,2005-03-31,1.0
538786780,2005-05-31,1.0
538786780,2007-07-06,1.0
538786780,2008-04-17,1.0
538786780,2008-09-17,1.0
538786780,2008-10-17,1.0
538786780,2008-04-20,1.0
538786780,2009-11-27,1.0
538786780,2009-01-27,1.0
538786780,2009-10-27,1.0
538786780,2010-09-26,1.0
538786780,2010-01-26,1.0
538786780,2013-12-26,1.0
538786780,2014-09-04,1.0
538786780,2005-12-31,1.0
538786780,2015-10-04,
538786780,2015-02-04,1.0
538786780,2015-12-04,1.0
538786780,2013-03-26,1.0
538786780,2002-02-24,1.0
538786780,2015-03-04,
538786780,2018-05-28,
538786780,2013-02-26,
538786780,2015-09-04,
538786780,2002-06-24,
538786780,2008-07-17,
538786780,2015-04-04,
538786780,2005-05-31,
538786780,2019-05-30,
604873588,2016-01-30,
604873588,2016-08-02,
1140496964,2005-06-13,1.0
1140496964,2005-10-13,1.0
1140496964,2005-03-13,1.0
1140496964,2006-11-08,1.0
1140496964,2006-05-08,1.0
1140496964,2007-07-19,1.0
1140496964,2008-11-04,1.0
1140496964,2012-11-17,1.0
1140496964,2012-02-17,1.0
1140496964,2005-02-13,
138139524,2014-07-02,1.0
138139524,2014-12-02,1.0
138139524,2014-01-21,1.0
138139524,2014-04-21,1.0
138139524,2014-02-21,1.0
138139524,2014-02-21,1.0
138139524,2015-07-08,1.0
138139524,2015-06-08,1.0
138139524,2015-05-08,1.0
138139524,2015-05-08,1.0
138139524,2015-01-08,1.0
138139524,2015-02-08,1.0
138139524,2015-10-08,
138139524,2015-09-08,
138139524,2014-09-02,
138139524,2014-06-21,
138139524,2015-03-08,
138139524,2014-04-21,
138139524,2014-11-21,
138139524,2015-02-08,
138139524,2015-02-08,
138139524,2015-02-08,
138139524,2014-04-21,
138139524,2015-04-08,
998830459,2002-06-18,1.0
998830459,2002-03-18,1.0
998830459,2002-10-30,1.0
998830459,2003-03-20,1.0
998830459,2005-04-30,1.0
998830459,2006-03-15,1.0
998830459,2007-07-28,1.0
998830459,2008-10-17,1.0
998830459,2010-04-30,1.0
998830459,2011-03-03,1.0
998830459,2011-07-03,1.0
998830459,2013-06-20,1.0
998830459,2013-02-20,1.0
998830459,2013-07-20,1.0
998830459,2016-10-25,1.0
998830459,2013-02-20,1.0
998830459,2018-12-13,
998830459,2018-08-13,
998830459,2018-02-13,
998830459,2013-12-20,
998830459,2008-03-17,
566716001,2011-04-12,1.0
566716001,2011-03-12,1.0
566716001,2015-03-12,1.0
566716001,2016-09-27,1.0
566716001,2016-12-27,1.0
566716001,2016-10-27,1.0
566716001,2016-01-27,1.0
566716001,2016-04-27,1.0
566716001,2016-12-27,1.0
566716001,2016-10-27,
566716001,2016-08-27,1.0
566716001,2016-07-27,
566716001,2016-09-27,0.0
566716001,2019-04-28,
566716001,2019-09-28,
566716001,2019-04-28,
54456367,2008-12-30,1.0
54456367,2010-01-21,1.0
54456367,2010-01-21,1.0
54456367,2010-05-21,1.0
54456367,2010-04-21,1.0
54456367,2016-08-20,1.0
54456367,2016-08-20,
54456367,2016-10-20,1.0
54456367,2016-11-20,
54456367,2016-09-20,
407662345,2017-07-20,
407662345,2016-09-16,
407662345,2016-04-16,
407662345,2017-06-20,
407662345,2017-10-20,
407662345,2016-11-16,
407662345,2016-02-16,
407662345,2016-10-16,
407662345,2017-09-20,
407662345,2017-02-03,
407662345,2017-10-03,
407662345,2017-09-20,
407662345,2016-08-16,
407662345,2016-02-16,
407662345,2017-02-03,
407662345,2016-11-16,
407662345,2017-04-03,
407662345,2016-08-16,
407662345,2019-01-05,
407662345,2017-08-03,
407662345,2019-06-05,
596870767,2015-06-16,1.0
596870767,2016-10-12,1.0
596870767,2016-04-12,1.0
596870767,2016-05-12,
596870767,2016-07-12,1.0
596870767,2016-06-12,
596870767,2018-08-23,
596870767,2018-08-23,
596870767,2018-07-23,
596870767,2018-02-23,
596870767,2018-08-23,
596870767,2018-05-23,
596870767,2018-07-23,
596870767,2019-09-04,
596870767,2016-05-12,
998467460,2018-10-27,
998467460,2018-03-27,
46754004,2009-07-10,1.0
46754004,2010-02-22,1.0
46754004,2016-06-30,1.0
46754004,2016-07-30,1.0
46754004,2016-04-30,1.0
46754004,2016-12-30,1.0
46754004,2016-01-30,1.0
46754004,2016-01-30,
46754004,2016-09-30,1.0
46754004,2016-12-30,
46754004,2019-10-28,
46754004,2019-11-28,
46754004,2019-03-28,
46754004,2019-09-28,
46754004,2016-03-30,
46754004,2019-04-18,
1211758009,2009-01-06,
1211758009,2009-07-06,
1211758009,2009-03-12,
1211758009,2009-12-12,
1211758009,2010-08-04,
1211758009,2010-05-12,
1211758009,2010-03-12,
1211758009,2010-10-09,
1211758009,2010-10-09,
1211758009,2010-03-13,
1211758009,2014-01-08,
1211758009,2014-05-08,
1211758009,2014-12-08,
1211758009,2014-05-08,
1211758009,2014-02-08,
1211758009,2014-01-08,
1211758009,2016-01-23,
1211758009,2016-10-23,
1211758009,2016-09-23,
1211758009,2017-08-16,
1211758009,2016-05-23,
1211758009,2017-03-27,
1211758009,2014-01-08,
1211758009,2014-09-08,
1211758009,2016-10-23,
1211758009,2014-02-08,
1211758009,2017-08-16,
1211758009,2014-04-08,
1211758009,2017-10-27,
1211758009,2014-01-08,
1211758009,2017-03-03,
1211758009,2016-02-23,
1211758009,2014-08-08,
1211758009,2016-07-23,
1211758009,2009-01-12,
1211758009,2017-03-03,
1211758009,2010-11-13,
1211758009,2017-02-28,
1211758009,2009-04-06,
1211758009,2010-08-09,
1211758009,2010-04-12,
1211758009,2017-09-25,
1211758009,2017-10-25,
1211758009,2019-01-27,
856465520,2000-12-11,1.0
856465520,2001-10-21,1.0
856465520,2001-06-21,1.0
856465520,2005-12-09,1.0
856465520,2005-10-09,1.0
856465520,2012-01-28,1.0
856465520,2016-02-25,1.0
856465520,2016-11-25,1.0
856465520,2016-06-17,1.0
856465520,2016-10-04,1.0
856465520,2016-01-25,1.0
1126254280,2001-05-19,1.0
1126254280,2005-05-07,1.0
1126254280,2014-11-11,1.0
992465766,2015-03-07,
992465766,2015-08-07,
992465766,2015-07-07,
992465766,2013-06-27,1.0
992465766,2014-05-28,1.0
992465766,2014-06-28,1.0
992465766,2014-06-28,1.0
992465766,2017-10-23,
992465766,2018-01-10,
992465766,2019-09-05,
992465766,2019-04-05,
992465766,2019-01-05,
992465766,2019-01-05,
992465766,2019-01-05,
637198672,2011-12-09,1.0
637198672,2012-03-26,1.0
637198672,2017-02-18,
637198672,2017-05-18,
637198672,2017-07-18,
637198672,2017-03-18,
637198672,2017-11-18,
637198672,2017-04-18,
637198672,2017-06-18,
637198672,2017-03-18,
637198672,2017-03-18,
637198672,2017-10-18,
637198672,2018-08-10,
637198672,2018-08-10,
637198672,2017-02-18,
742531827,2014-10-03,1.0
742531827,2014-01-03,1.0
742531827,2014-02-03,1.0
742531827,2014-03-03,1.0
742531827,2014-09-03,1.0
742531827,2015-02-20,1.0
742531827,2016-04-08,1.0
742531827,2016-05-08,1.0
742531827,2016-03-08,1.0
742531827,2016-06-08,1.0
742531827,2016-11-08,
742531827,2016-08-08,1.0
742531827,2016-11-08,
742531827,2016-08-08,
742531827,2014-06-03,
967421163,2014-09-17,1.0
967421163,2017-04-13,
967421163,2017-07-13,
967421163,2015-09-16,1.0
967421163,2017-11-13,
967421163,2017-12-13,
967421163,2017-10-13,
967421163,2017-04-13,
967421163,2017-12-13,
967421163,2017-01-13,
85583992,2012-04-12,1.0
85583992,2012-07-12,1.0
7276600,2017-12-30,
7276600,2018-10-02,
7276600,2018-01-18,
1135979979,2017-11-22,
1135979979,2014-06-19,
1135979979,2015-10-18,
1135979979,2017-02-22,
1135979979,2010-01-03,1.0
1135979979,2008-02-09,1.0
1135979979,2015-09-18,
1135979979,2014-09-19,
1135979979,2011-04-28,1.0
1135979979,2015-11-18,1.0
1135979979,2017-03-22,
1135979979,2010-11-03,1.0
1135979979,2015-07-18,
1135979979,2015-09-18,
1135979979,2015-10-18,
1135979979,2015-11-18,
1135979979,2017-08-22,
1135979979,2017-05-22,
68108625,2017-06-28,
68108625,2017-06-17,
68108625,2017-12-28,
68108625,2017-01-28,
68108625,2017-08-17,
68108625,2017-04-28,
68108625,2017-02-28,
68108625,2017-03-28,
68108625,2017-09-28,
68108625,2017-11-28,
68108625,2017-12-17,
68108625,2017-10-28,
68108625,2017-02-17,
68108625,2017-04-28,
68108625,2017-03-17,
68108625,2017-08-17,
68108625,2017-01-17,
68108625,2017-01-28,
317176006,2014-11-17,1.0
652109476,2015-02-14,1.0
930423548,2015-02-03,1.0
930423548,2015-06-30,1.0
930423548,2014-09-22,1.0
930423548,2016-06-21,
930423548,2015-05-03,1.0
930423548,2015-01-14,
930423548,2016-03-21,1.0
930423548,2016-06-21,
930423548,2016-06-21,
930423548,2015-10-03,
930423548,2015-10-03,
930423548,2016-10-21,1.0
930423548,2015-07-14,
930423548,2015-05-03,
930423548,2015-10-14,1.0
727076239,2017-02-28,
727076239,2015-01-14,1.0
727076239,2017-05-29,
727076239,2017-04-29,
727076239,2016-06-15,
727076239,2016-08-15,1.0
727076239,2017-01-29,
727076239,2017-10-29,
842601360,2011-07-01,
842601360,2015-08-11,
842601360,2011-08-01,
842601360,2014-05-19,
842601360,2011-09-01,
842601360,2015-07-11,
842601360,2011-03-01,
842601360,2011-06-01,
842601360,2019-12-20,
179267227,2016-11-19,1.0
179267227,2016-01-19,1.0
179267227,2016-02-19,1.0
179267227,2017-07-27,
634390566,2014-01-25,
634390566,2016-04-06,1.0
634390566,2007-08-21,1.0
634390566,2016-10-06,1.0
634390566,2007-06-21,
924244394,2016-03-05,
924244394,2016-02-01,
924244394,2016-09-05,
924244394,2016-04-05,
924244394,2016-05-05,
924244394,2016-05-05,
924244394,2016-09-05,
924244394,2016-12-05,
924244394,2016-08-05,
924244394,2016-09-05,
924244394,2017-02-23,
924244394,2016-04-01,
924244394,2016-09-05,
924244394,2016-06-01,
924244394,2015-01-29,
924244394,2016-07-01,
924244394,2016-02-05,
924244394,2016-05-05,
924244394,2016-06-05,
924244394,2016-02-05,
924244394,2016-05-05,
924244394,2016-03-05,
924244394,2016-06-05,
924244394,2014-04-09,
924244394,2016-08-01,
924244394,2017-01-23,
924244394,2016-03-01,
924244394,2016-11-05,
1068933732,2016-12-13,
1068933732,2016-12-28,
1068933732,2016-07-13,
1068933732,2016-07-28,
1068933732,2015-07-02,
1068933732,2016-01-13,
1068933732,2017-11-16,
1068933732,2016-02-13,
1068933732,2016-03-28,
1068933732,2016-07-13,
1068933732,2016-12-28,
1068933732,2015-10-29,
1068933732,2016-04-13,
434626360,2016-10-11,
434626360,2012-08-21,
434626360,2017-09-24,
434626360,2013-05-22,
434626360,2016-03-11,
434626360,2011-02-09,
434626360,2016-07-11,1.0
434626360,2012-10-21,
434626360,2016-06-11,
434626360,2016-05-11,
434626360,2008-10-21,
434626360,2016-03-11,
434626360,2013-09-28,
434626360,2012-06-21,
434626360,2017-01-24,
434626360,2012-07-21,
434626360,2013-04-22,
434626360,2014-07-16,
434626360,2015-12-10,
434626360,2012-10-21,
434626360,2015-05-10,
434626360,2016-07-11,
434626360,2016-03-11,
434626360,2016-09-11,
434626360,2018-10-04,
693101804,2016-12-07,1.0
693101804,2016-09-07,1.0
693101804,2016-11-07,1.0
693101804,2015-05-14,1.0
693101804,2016-12-07,
693101804,2016-07-05,1.0
693101804,2016-03-07,
693101804,2016-09-07,
751129954,2015-10-16,1.0
751129954,2017-01-14,
751129954,2017-04-14,
751129954,2017-02-14,
86243682,2015-08-26,1.0
86243682,2016-10-05,1.0
86243682,2019-08-21,
1057471003,2016-06-20,1.0
1057471003,2016-01-20,
1057471003,2014-05-21,1.0
1057471003,2016-07-20,1.0
1057471003,2016-02-20,1.0
1057471003,2016-08-20,
1057471003,2016-02-20,
1057471003,2016-12-20,
1057471003,2016-09-20,
220656222,2015-09-30,
220656222,2015-10-30,
220656222,2015-12-24,1.0
220656222,2015-10-30,
123542618,2018-06-23,
123542618,2018-02-23,
1085252711,2014-04-02,1.0
1085252711,2017-11-19,
1085252711,2015-12-05,1.0
1085252711,2017-08-19,
1085252711,2014-08-02,1.0
1085252711,2014-08-02,
1085252711,2014-06-02,
1085252711,2017-04-19,
1085252711,2017-06-19,
1085252711,2017-01-19,
1085252711,2017-04-19,
772821149,2015-02-28,1.0
772821149,2015-03-25,1.0
772821149,2015-08-30,
591644361,2017-05-25,
591644361,2017-08-25,
591644361,2017-09-25,
591644361,2017-12-25,
253363228,2019-09-09,
253363228,2019-11-09,
253363228,2019-11-20,
1028236446,2015-10-15,
1028236446,2019-04-25,
1028236446,2019-11-25,
1028236446,2019-03-25,
1028236446,2019-10-25,
1028236446,2019-07-25,
464134803,2017-12-09,
464134803,2015-10-16,
464134803,2015-04-08,
464134803,2017-02-27,
464134803,2018-07-02,
464134803,2018-12-02,
464134803,2019-01-24,
464134803,2019-03-24,
1171110656,2017-01-21,
1171110656,2017-04-21,
1171110656,2017-05-14,
1171110656,2017-07-14,
1171110656,2018-03-16,0.0
850118958,2018-08-24,
850118958,2018-07-24,
850118958,2018-02-24,
850118958,2019-05-22,
160897946,2014-06-05,
160897946,2014-05-05,
160897946,2014-07-05,
160897946,2014-12-05,
160897946,2014-09-05,4.0
160897946,2014-09-05,
160897946,2010-09-21,3.0
160897946,2014-05-05,4.0
160897946,2009-03-17,2.0
160897946,2014-09-05,
160897946,2010-12-21,3.0
160897946,2018-02-23,
160897946,2018-02-23,
160897946,2008-09-30,
160897946,2008-08-30,
1079065272,2015-08-10,
1079065272,2015-12-10,
1079065272,2015-04-10,1.0
1079065272,2015-08-10,
1079065272,2015-07-10,
1079065272,2015-02-10,1.0
1079065272,2018-09-02,
22968352,2015-02-22,
22968352,2007-05-22,
22968352,2009-09-09,
22968352,2015-05-13,
22968352,2015-04-06,
22968352,2015-05-17,
22968352,2015-06-22,
22968352,2015-01-17,
22968352,2011-07-23,
22968352,2015-10-13,
22968352,2015-10-13,
22968352,2009-10-09,
22968352,2007-09-04,
22968352,2016-06-27,
22968352,2010-05-28,4.0
22968352,2015-12-06,
22968352,2016-03-27,
22968352,2015-11-06,
22968352,2016-03-27,11.0
22968352,2015-07-06,
22968352,2015-08-22,
22968352,2015-02-22,
22968352,2016-01-27,
22968352,2011-06-23,
22968352,2015-07-17,
22968352,2015-05-13,
22968352,2015-04-06,
22968352,2015-05-17,
22968352,2007-10-22,
22968352,2016-04-27,11.0
22968352,2015-05-06,
22968352,2019-07-28,
22968352,2019-12-28,
22968352,2019-03-28,
22968352,2020-02-15,
22968352,2020-09-15,
22968352,2020-06-15,
22968352,2020-02-15,
1059696849,2015-04-22,
1059696849,2015-04-11,4.0
1059696849,2015-02-22,3.0
1059696849,2015-11-22,
1059696849,1998-01-23,
1059696849,2007-09-06,2.0
1059696849,2015-05-22,
600314978,2010-10-17,
600314978,2013-10-25,3.0
600314978,2016-08-12,
600314978,2010-12-17,
600314978,2014-05-15,4.0
600314978,2013-09-25,
600314978,2012-08-11,2.0
600314978,2012-10-11,
600314978,2012-09-11,
143669928,2016-11-23,
143669928,2016-07-23,
143669928,2016-07-23,2.0
143669928,2013-10-21,1.0
646673895,2016-07-25,
646673895,2016-03-25,
646673895,2016-02-25,
646673895,2016-02-25,1.0
807391640,2011-12-14,2.0
807391640,2011-12-14,2.0
807391640,2016-05-07,
807391640,2016-01-07,
807391640,2011-10-14,2.0
807391640,2008-09-11,
807391640,2011-02-14,
807391640,2011-04-14,
684879148,2014-03-29,1.0
684879148,2014-11-26,2.0
684879148,2014-05-26,
684879148,2014-08-29,
684879148,2014-10-26,
684879148,2014-04-26,
684879148,2019-02-28,
85655162,2010-06-04,
85655162,2008-04-27,
85655162,2010-09-04,
85655162,2010-10-04,
85655162,2012-03-02,
85655162,2014-02-26,
85655162,2012-01-02,
85655162,2012-08-02,
1078969713,2016-11-20,
1078969713,2016-10-10,
1078969713,2015-09-18,
1078969713,2016-05-10,
1078969713,2016-12-20,
1078969713,2018-11-15,
1078969713,2018-06-15,
1078969713,2019-06-28,
1078969713,2019-05-28,
1094121304,2010-04-17,
1094121304,2007-05-31,
1094121304,2016-10-03,
1094121304,2010-09-21,
1094121304,2016-04-03,
1094121304,2018-02-28,
1094121304,2018-04-30,
1094121304,2019-12-09,
1094121304,2018-05-19,
1014013036,2014-01-19,
1014013036,2014-09-19,1.0
838492028,2017-07-22,
838492028,2017-02-22,
838492028,2017-06-22,
838492028,2015-12-12,
838492028,2017-03-22,
838492028,2015-08-12,
838492028,2015-12-12,
838492028,2015-03-12,
838492028,2015-10-12,
838492028,2015-01-12,
838492028,2015-01-12,
838492028,2015-01-12,
838492028,2018-08-28,
838492028,2018-03-28,
1002303049,2011-07-09,1.0
